X,Y,Z,Prefab,Rotation,Projector,ID,Filler
0.12343,0,-1.2607,C80,268,P1,2001,NaN
1.0034,0,-0.74265,C80,240,P1,2002,NaN
0.55798,0,-1.5913,C80,105,P1,2003,NaN
0.17559,0,-0.87223,C80,122,P1,2004,NaN
1.0027,0,-1.5769,C80,328,P1,2005,NaN
0.73531,0,-0.61529,C80,12,P1,2006,NaN
0.42646,0,-0.93201,O,251,P1,3001,NaN
0.58856,0,-1.1116,O,76,P1,3002,NaN
0.64735,0,-0.83764,O,297,P1,3003,NaN
0.76606,0,-0.96141,O,79,P1,3004,NaN
0.79445,0,-1.1266,O,36,P1,3005,NaN
0.8036,0,-1.5259,O,224,P1,3006,NaN
0.65182,0,0.054208,C80,38,P1,2007,NaN
0.45587,0,-0.053091,C80,288,P1,2008,NaN
0.98692,0,0.35906,C80,326,P1,2009,NaN
0.65534,0,0.52653,C80,113,P1,2010,NaN
0.16722,0,-0.20789,C80,102,P1,2011,NaN
0.47749,0,0.46962,C80,3,P1,2012,NaN
0.64278,0,0.25809,O,179,P1,3007,NaN
0.47119,0,-0.28152,O,356,P1,3008,NaN
0.14705,0,-0.047444,O,266,P1,3009,NaN
1.0246,0,-0.19692,O,112,P1,3010,NaN
0.82916,0,0.56088,O,217,P1,3011,NaN
0.71949,0,-0.40238,O,282,P1,3012,NaN
0.94495,0,1.7229,C80,41,P1,2013,NaN
0.36267,0,0.96275,C80,209,P1,2014,NaN
0.53774,0,1.6751,C80,314,P1,2015,NaN
0.91309,0,1.4154,C80,249,P1,2016,NaN
0.088386,0,1.9098,C80,88,P1,2017,NaN
0.58326,0,1.1926,C80,124,P1,2018,NaN
0.33234,0,1.5797,O,197,P1,3013,NaN
0.77384,0,1.3121,O,25,P1,3014,NaN
0.91642,0,1.2354,O,148,P1,3015,NaN
0.44056,0,1.8028,O,86,P1,3016,NaN
0.61951,0,0.83454,O,177,P1,3017,NaN
0.2604,0,0.80746,O,291,P1,3018,NaN
-0.26942,0,0.82029,C80,137,P1,2019,NaN
-0.116,0,1.0119,C80,187,P1,2020,NaN
-0.24609,0,1.6643,C80,35,P1,2021,NaN
-0.74179,0,1.2767,C80,328,P1,2022,NaN
-0.56425,0,1.7469,C80,75,P1,2023,NaN
-0.96728,0,1.3471,C80,138,P1,2024,NaN
-0.45827,0,1.3116,O,238,P1,3019,NaN
-0.69997,0,0.92095,O,274,P1,3020,NaN
-0.47303,0,1.0943,O,63,P1,3021,NaN
-0.91559,0,1.5389,O,187,P1,3022,NaN
-0.95515,0,0.9425,O,359,P1,3023,NaN
-0.92812,0,1.7365,O,255,P1,3024,NaN
-0.97804,0,-0.17411,C80,30,P1,2025,NaN
-0.76366,0,0.27628,C80,16,P1,2026,NaN
-0.90492,0,0.33548,C80,177,P1,2027,NaN
-0.98595,0,0.12702,C80,161,P1,2028,NaN
-0.57982,0,-0.34893,C80,176,P1,2029,NaN
-0.45271,0,0.33719,C80,60,P1,2030,NaN
-0.43596,0,-0.23226,O,130,P1,3025,NaN
-0.24408,0,0.51463,O,318,P1,3026,NaN
-0.19149,0,-0.013356,O,268,P1,3027,NaN
-0.20332,0,-0.27333,O,151,P1,3028,NaN
-0.71785,0,-0.095202,O,327,P1,3029,NaN
-0.2415,0,0.26137,O,34,P1,3030,NaN
-0.92258,0,-1.2968,C80,66,P1,2031,NaN
-0.34534,0,-0.75522,C80,341,P1,2032,NaN
-0.31851,0,-1.0755,C80,37,P1,2033,NaN
-0.49712,0,-0.87437,C80,140,P1,2034,NaN
-0.84859,0,-0.80066,C80,105,P1,2035,NaN
-0.27076,0,-1.2541,C80,27,P1,2036,NaN
-0.98885,0,-1.4966,O,71,P1,3031,NaN
-0.78831,0,-1.0033,O,151,P1,3032,NaN
-0.70263,0,-0.7271,O,106,P1,3033,NaN
-0.26643,0,-1.492,O,253,P1,3034,NaN
-0.99181,0,-1.6954,O,87,P1,3035,NaN
-0.13397,0,-1.1264,O,346,P1,3036,NaN
0.81418,0,-1.2466,C80,110,P2,2037,NaN
