X,Y,Z,Prefab,Rotation,Projector,ID,Filler
-0.86025,0,1.5473,C80,267,P3,2001,NaN
-1.0106,0,1.6172,C80,49,P3,2002,NaN
-0.34275,0,0.98747,C80,220,P3,2003,NaN
-0.0989340000000004,0,0.7465,C80,39,P3,2004,NaN
-0.93033,0,0.86618,C80,141,P3,2005,NaN
-0.76192,0,1.0261,C80,357,P3,2006,NaN
-0.798530000000001,0,1.2007,O,293,P3,3001,NaN
-0.255750000000001,0,1.715,O,95,P3,3002,NaN
-0.88545,0,0.66203,O,164,P3,3003,NaN
-0.7043,0,1.5684,O,53,P3,3004,NaN
-0.99868,0,1.4137,O,355,P3,3005,NaN
-0.32757,0,1.3517,O,338,P3,3006,NaN
-0.80634,0,0.21987,C80,248,P3,2007,NaN
-0.21786,0,0.051949,C80,340,P3,2008,NaN
-0.56677,0,-0.60196,C80,356,P3,2009,NaN
-0.47253,0,0.44231,C80,131,P3,2010,NaN
-0.98377,0,0.32553,C80,78,P3,2011,NaN
-0.81451,0,-0.54499,C80,44,P3,2012,NaN
-0.086013,0,-0.56033,O,213,P3,3007,NaN
-0.53859,0,0.14194,O,221,P3,3008,NaN
-0.32806,0,0.28825,O,28,P3,3009,NaN
-0.45007,0,-0.0255599999999999,O,347,P3,3010,NaN
-0.65981,0,-0.0158280000000002,O,17,P3,3011,NaN
-0.081542,0,-0.040103,O,194,P3,3012,NaN
-0.45282,0,-0.83559,C80,29,P3,2013,NaN
-0.591059999999999,0,-1.8999,C80,47,P3,2014,NaN
-0.38119,0,-1.8243,C80,354,P3,2015,NaN
-0.91381,0,-1.1241,C80,238,P3,2016,NaN
-0.44864,0,-1.6743,C80,92,P3,2017,NaN
-0.47793,0,-1.3221,C80,106,P3,2018,NaN
-0.73761,0,-1.3096,O,285,P3,3013,NaN
-0.77412,0,-0.90462,O,3,P3,3014,NaN
-0.638,0,-1.0894,O,266,P3,3015,NaN
-0.24592,0,-0.86795,O,250,P3,3016,NaN
-0.34975,0,-1.4999,O,112,P3,3017,NaN
-0.28501,0,-1.1456,O,205,P3,3018,NaN
0.35778,0,-1.5799,C80,251,P3,2019,NaN
0.4933,0,-1.7561,C80,171,P3,2020,NaN
0.52032,0,-1.4392,C80,28,P3,2021,NaN
0.45846,0,-1.2287,C80,30,P3,2022,NaN
0.93294,0,-1.1405,C80,163,P3,2023,NaN
0.57107,0,-1.1112,C80,217,P3,2024,NaN
0.23592,0,-1.1514,O,137,P3,3019,NaN
0.89146,0,-1.6338,O,141,P3,3020,NaN
0.51915,0,-0.87387,O,258,P3,3021,NaN
0.17788,0,-1.6085,O,241,P3,3022,NaN
0.83681,0,-0.98037,O,53,P3,3023,NaN
0.33411,0,-1.0076,O,245,P3,3024,NaN
0.26391,0,-0.53188,C80,222,P3,2025,NaN
0.51348,0,-0.48619,C80,312,P3,2026,NaN
0.52077,0,0.227,C80,325,P3,2027,NaN
0.82327,0,-0.48656,C80,213,P3,2028,NaN
0.20184,0,-0.34403,C80,67,P3,2029,NaN
0.58792,0,-0.0676439999999999,C80,17,P3,2030,NaN
0.66635,0,0.10111,O,175,P3,3025,NaN
0.91406,0,-0.0887249999999999,O,257,P3,3026,NaN
0.12069,0,0.30545,O,151,P3,3027,NaN
0.60889,0,-0.24744,O,60,P3,3028,NaN
0.10485,0,-0.11174,O,88,P3,3029,NaN
0.31633,0,0.15296,O,317,P3,3030,NaN
0.291439999999999,0,1.5915,C80,351,P3,2031,NaN
0.51086,0,0.8608,C80,219,P3,2032,NaN
0.13708,0,1.5323,C80,139,P3,2033,NaN
1.011,0,1.4886,C80,341,P3,2034,NaN
0.44692,0,1.0456,C80,61,P3,2035,NaN
0.62132,0,1.0501,C80,83,P3,2036,NaN
0.69404,0,1.5858,O,283,P3,3031,NaN
0.90798,0,1.1074,O,34,P3,3032,NaN
0.0844389999999999,0,1.3446,O,314,P3,3033,NaN
0.78461,0,0.98141,O,107,P3,3034,NaN
0.38669,0,1.4655,O,207,P3,3035,NaN
0.7841,0,0.61764,O,178,P3,3036,NaN
-0.26221,0,1.7748,C80,100,P2,2037,NaN
-0.46099,0,0.97719,C80,183,P2,2038,NaN
-0.21205,0,0.92063,C80,141,P2,2039,NaN
-0.14248,0,0.76504,C80,132,P2,2040,NaN
-0.41505,0,0.79675,C80,72,P2,2041,NaN
-0.997300000000001,0,1.8024,C80,139,P2,2042,NaN
-0.403200000000001,0,1.1881,O,348,P2,3037,NaN
-0.10633,0,1.6276,O,314,P2,3038,NaN
-0.428449999999999,0,1.702,O,210,P2,3039,NaN
-0.80566,0,0.90885,O,179,P2,3040,NaN
-0.668860000000001,0,1.755,O,134,P2,3041,NaN
-0.94516,0,1.1589,O,181,P2,3042,NaN
-0.53593,0,-0.12311,C80,65,P2,2043,NaN
-1.0128,0,-0.0890200000000003,C80,56,P2,2044,NaN
-0.40475,0,-0.0215389999999999,C80,329,P2,2045,NaN
-1.0223,0,-0.56013,C80,352,P2,2046,NaN
-0.78192,0,-0.45954,C80,320,P2,2047,NaN
-0.77403,0,-0.19109,C80,343,P2,2048,NaN
-0.91636,0,0.32725,O,190,P2,3043,NaN
-0.12566,0,0.45653,O,334,P2,3044,NaN
-0.57637,0,0.39008,O,219,P2,3045,NaN
-0.70178,0,0.51494,O,196,P2,3046,NaN
-0.14088,0,-0.0879510000000001,O,21,P2,3047,NaN
-0.40715,0,0.29978,O,41,P2,3048,NaN
-0.77983,0,-0.86702,C80,86,P2,2049,NaN
-0.0869069999999998,0,-1.237,C80,273,P2,2050,NaN
-0.9156,0,-1.5108,C80,82,P2,2051,NaN
-0.09341,0,-1.0133,C80,77,P2,2052,NaN
-0.96746,0,-1.3356,C80,2,P2,2053,NaN
-0.45856,0,-1.6124,C80,142,P2,2054,NaN
-0.82227,0,-1.3914,O,101,P2,3049,NaN
-0.206479999999999,0,-1.5492,O,359,P2,3050,NaN
-0.37196,0,-1.3273,O,95,P2,3051,NaN
-0.0786549999999998,0,-1.7117,O,61,P2,3052,NaN
-0.91538,0,-0.955,O,173,P2,3053,NaN
-0.37498,0,-0.97294,O,223,P2,3054,NaN
0.26193,0,-1.119,C80,133,P2,2055,NaN
0.24929,0,-1.3825,C80,25,P2,2056,NaN
0.84555,0,-0.81997,C80,224,P2,2057,NaN
0.96869,0,-1.4502,C80,170,P2,2058,NaN
0.45074,0,-1.5818,C80,123,P2,2059,NaN
0.87583,0,-1.6462,C80,203,P2,2060,NaN
0.61793,0,-1.7423,O,281,P2,3055,NaN
0.73909,0,-0.93748,O,328,P2,3056,NaN
0.60567,0,-1.0921,O,46,P2,3057,NaN
0.42942,0,-1.1398,O,151,P2,3058,NaN
0.75457,0,-1.809,O,330,P2,3059,NaN
0.14598,0,-1.0037,O,77,P2,3060,NaN
0.73246,0,-0.49441,C80,170,P2,2061,NaN
0.28036,0,0.49129,C80,337,P2,2062,NaN
0.58698,0,0.42834,C80,49,P2,2063,NaN
0.4492,0,0.0694040000000001,C80,145,P2,2064,NaN
0.91928,0,0.42673,C80,134,P2,2065,NaN
0.76974,0,0.0683550000000002,C80,232,P2,2066,NaN
0.53402,0,-0.51516,O,253,P2,3061,NaN
0.28173,0,0.0352670000000001,O,44,P2,3062,NaN
0.44906,0,-0.24213,O,100,P2,3063,NaN
0.51139,0,0.57467,O,269,P2,3064,NaN
1.0104,0,-0.31908,O,314,P2,3065,NaN
0.73106,0,0.56156,O,303,P2,3066,NaN
0.76555,0,1.6564,C80,345,P2,2067,NaN
0.23259,0,1.849,C80,242,P2,2068,NaN
0.33769,0,0.99344,C80,89,P2,2069,NaN
1.0287,0,1.8476,C80,216,P2,2070,NaN
0.86893,0,1.8719,C80,141,P2,2071,NaN
0.53513,0,1.7055,C80,210,P2,2072,NaN
0.45994,0,1.3941,O,102,P2,3067,NaN
0.46089,0,1.5587,O,126,P2,3068,NaN
0.91327,0,1.2012,O,343,P2,3069,NaN
0.73584,0,0.90401,O,38,P2,3070,NaN
0.96749,0,1.6583,O,308,P2,3071,NaN
0.31632,0,1.5996,O,94,P2,3072,NaN
-1.003,0,1.2258,C80,33,P1,2073,NaN
-0.35899,0,1.3688,C80,41,P1,2074,NaN
-0.591649999999999,0,1.2507,C80,124,P1,2075,NaN
-0.60013,0,1.7769,C80,345,P1,2076,NaN
-0.318210000000001,0,1.7552,C80,138,P1,2077,NaN
-0.850839999999999,0,1.3277,C80,358,P1,2078,NaN
