X,Y,Z,Prefab,Projector,Filler
0.22755,0,-1.0219,tar,P1,NaN
0.69477,0,-0.72859,tar,P1,NaN
0.41517,0,-1.291,tar,P1,NaN
0.46651,0,-1.5913,tar,P1,NaN
0.93332,0,-0.65513,tar,P1,NaN
0.4037,0,-0.65964,tar,P1,NaN
0.091298,0,-1.1994,tar,P1,NaN
0.61533,0,-1.3811,tar,P1,NaN
0.071508,0,-0.81558,tar,P1,NaN
0.80438,0,-1.4845,tar,P1,NaN
0.89825,0,-1.0701,tar,P1,NaN
0.99136,0,-1.6816,tar,P1,NaN
0.65039,0,-1.0024,tar,P1,NaN
0.44756,0,-0.91855,tar,P1,NaN
0.25274,0,-1.5652,tar,P1,NaN
0.64305,0,0.62471,tar,P1,NaN
0.44203,0,-0.080877,tar,P1,NaN
0.24886,0,-0.40066,tar,P1,NaN
0.19621,0,-0.15046,tar,P1,NaN
0.79697,0,0.35429,tar,P1,NaN
0.2107,0,0.30522,tar,P1,NaN
1.0269,0,0.077363,tar,P1,NaN
0.41888,0,0.20366,tar,P1,NaN
0.51802,0,-0.37708,tar,P1,NaN
0.67955,0,-0.12586,tar,P1,NaN
1.0006,0,-0.40927,tar,P1,NaN
0.99026,0,0.57648,tar,P1,NaN
0.41867,0,0.55786,tar,P1,NaN
0.75748,0,0.066332,tar,P1,NaN
0.7131,0,-0.3251,tar,P1,NaN
0.26899,0,1.129,tar,P1,NaN
0.25666,0,0.86683,tar,P1,NaN
0.2453,0,1.8189,tar,P1,NaN
0.63421,0,0.94623,tar,P1,NaN
0.52772,0,1.7316,tar,P1,NaN
0.74297,0,1.8253,tar,P1,NaN
0.85454,0,1.3185,tar,P1,NaN
0.92152,0,0.94397,tar,P1,NaN
0.9983,0,1.6765,tar,P1,NaN
0.39485,0,1.4091,tar,P1,NaN
0.45718,0,0.81977,tar,P1,NaN
0.68167,0,1.1423,tar,P1,NaN
0.12105,0,1.3701,tar,P1,NaN
0.0751,0,1.6443,tar,P1,NaN
1.0177,0,1.1437,tar,P1,NaN
-0.80324,0,1.4481,tar,P1,NaN
-0.48519,0,1.8091,tar,P1,NaN
-0.4913,0,1.0237,tar,P1,NaN
-0.92036,0,1.9151,tar,P1,NaN
-0.31563,0,1.1278,tar,P1,NaN
-0.55989,0,1.3492,tar,P1,NaN
-0.08595,0,1.6573,tar,P1,NaN
-0.28868,0,1.7009,tar,P1,NaN
-0.73796,0,1.0481,tar,P1,NaN
-0.17471,0,0.89381,tar,P1,NaN
-1.0172,0,0.8744,tar,P1,NaN
-0.18674,0,1.8999,tar,P1,NaN
-0.69839,0,1.7445,tar,P1,NaN
-0.5827,0,1.5558,tar,P1,NaN
-0.15204,0,1.2812,tar,P1,NaN
-0.31104,0,0.025653,tar,P1,NaN
-0.12227,0,-0.43238,tar,P1,NaN
-0.50907,0,0.48854,tar,P1,NaN
-0.69364,0,-0.15149,tar,P1,NaN
-0.1168,0,-0.21931,tar,P1,NaN
-0.94893,0,0.46365,tar,P1,NaN
-0.83717,0,0.14884,tar,P1,NaN
-0.2646,0,0.61012,tar,P1,NaN
-0.92749,0,-0.11729,tar,P1,NaN
-0.32136,0,0.32867,tar,P1,NaN
-0.47237,0,0.19407,tar,P1,NaN
-0.93826,0,-0.35574,tar,P1,NaN
-0.34219,0,-0.4427,tar,P1,NaN
-0.49339,0,-0.12257,tar,P1,NaN
-0.78424,0,0.6441,tar,P1,NaN
-0.074829,0,-1.286,tar,P1,NaN
-0.37796,0,-0.97998,tar,P1,NaN
-0.71856,0,-1.0628,tar,P1,NaN
-0.53785,0,-1.5976,tar,P1,NaN
-0.47241,0,-0.66,tar,P1,NaN
-0.94276,0,-1.4503,tar,P1,NaN
-0.42838,0,-1.2514,tar,P1,NaN
-0.25442,0,-1.5708,tar,P1,NaN
-0.94841,0,-1.6937,tar,P1,NaN
-0.7497,0,-1.295,tar,P1,NaN
-0.96055,0,-0.71097,tar,P1,NaN
-0.78961,0,-0.82972,tar,P1,NaN
-0.93027,0,-1.149,tar,P1,NaN
-0.2068,0,-0.76192,tar,P1,NaN
-0.12463,0,-1.0217,tar,P1,NaN
0.50944,0,-1.8385,tar,P2,NaN
0.33424,0,-1.2799,tar,P2,NaN
0.92376,0,-1.6063,tar,P2,NaN
0.56941,0,-1.3869,tar,P2,NaN
0.771,0,-1.2855,tar,P2,NaN
0.40445,0,-1.6214,tar,P2,NaN
0.54064,0,-1.1503,tar,P2,NaN
0.23642,0,-0.92505,tar,P2,NaN
0.76549,0,-0.78242,tar,P2,NaN
0.20799,0,-1.7885,tar,P2,NaN
0.83543,0,-1.8032,tar,P2,NaN
1.0172,0,-1.1559,tar,P2,NaN
0.66143,0,-1.688,tar,P2,NaN
0.73468,0,-1.0234,tar,P2,NaN
0.45918,0,-0.74077,tar,P2,NaN
0.78367,0,-0.40825,tar,P2,NaN
0.98287,0,-0.35932,tar,P2,NaN
0.82808,0,0.52569,tar,P2,NaN
0.16525,0,0.18143,tar,P2,NaN
0.53187,0,0.56382,tar,P2,NaN
0.37992,0,-0.23235,tar,P2,NaN
0.65445,0,0.099316,tar,P2,NaN
0.59093,0,-0.33638,tar,P2,NaN
0.75843,0,0.31998,tar,P2,NaN
0.11774,0,-0.12123,tar,P2,NaN
0.54374,0,0.31109,tar,P2,NaN
0.40262,0,0.015939,tar,P2,NaN
0.35091,0,0.39152,tar,P2,NaN
0.93231,0,0.14623,tar,P2,NaN
0.30094,0,-0.42094,tar,P2,NaN
0.29445,0,1.8693,tar,P2,NaN
0.27487,0,1.4561,tar,P2,NaN
0.17569,0,1.1816,tar,P2,NaN
0.58023,0,0.90489,tar,P2,NaN
0.92987,0,0.93771,tar,P2,NaN
0.54508,0,1.7172,tar,P2,NaN
0.13903,0,0.87185,tar,P2,NaN
0.52887,0,1.1475,tar,P2,NaN
1.0039,0,1.7125,tar,P2,NaN
0.67735,0,1.4038,tar,P2,NaN
1.001,0,1.2422,tar,P2,NaN
0.45078,0,1.3328,tar,P2,NaN
0.11144,0,1.6777,tar,P2,NaN
0.37678,0,0.89385,tar,P2,NaN
0.80515,0,1.7623,tar,P2,NaN
-0.16,0,1.0752,tar,P2,NaN
-0.43262,0,0.7656,tar,P2,NaN
-0.24583,0,1.3431,tar,P2,NaN
-0.84368,0,1.6965,tar,P2,NaN
-0.97019,0,1.216,tar,P2,NaN
-0.12478,0,1.7323,tar,P2,NaN
-0.66476,0,1.4351,tar,P2,NaN
-1.0265,0,1.4549,tar,P2,NaN
-0.95303,0,0.90292,tar,P2,NaN
-0.17058,0,0.85109,tar,P2,NaN
-0.39041,0,1.691,tar,P2,NaN
-0.72734,0,0.84586,tar,P2,NaN
-0.58298,0,1.6195,tar,P2,NaN
-0.37991,0,0.96141,tar,P2,NaN
-0.49793,0,1.2661,tar,P2,NaN
-0.50643,0,0.32267,tar,P2,NaN
-0.76247,0,-0.35383,tar,P2,NaN
-0.9042,0,0.16064,tar,P2,NaN
-0.77698,0,-0.050288,tar,P2,NaN
-0.15264,0,-0.18111,tar,P2,NaN
-0.99657,0,0.37168,tar,P2,NaN
-0.30514,0,-0.54504,tar,P2,NaN
-0.12016,0,0.49141,tar,P2,NaN
-0.32683,0,0.54309,tar,P2,NaN
-0.50286,0,-0.17472,tar,P2,NaN
-1.0136,0,-0.54959,tar,P2,NaN
-0.99488,0,-0.30207,tar,P2,NaN
-0.26334,0,0.12835,tar,P2,NaN
-0.52817,0,-0.48187,tar,P2,NaN
-0.71947,0,0.40168,tar,P2,NaN
-0.74556,0,-0.75364,tar,P2,NaN
-0.49535,0,-0.75909,tar,P2,NaN
-0.11816,0,-0.777,tar,P2,NaN
-0.87877,0,-1.7445,tar,P2,NaN
-0.24871,0,-1.8557,tar,P2,NaN
-0.4861,0,-1.2938,tar,P2,NaN
-0.29736,0,-1.629,tar,P2,NaN
-0.73276,0,-1.3313,tar,P2,NaN
-0.91956,0,-1.177,tar,P2,NaN
-0.92093,0,-1.509,tar,P2,NaN
-0.10435,0,-1.4464,tar,P2,NaN
-0.30568,0,-1.0959,tar,P2,NaN
-0.48621,0,-1.718,tar,P2,NaN
-0.68257,0,-1.6409,tar,P2,NaN
-0.62699,0,-1.0643,tar,P2,NaN
0.15626,0,-1.884,tar,P3,NaN
0.86029,0,-1.6341,tar,P3,NaN
0.43482,0,-1.1325,tar,P3,NaN
0.9115,0,-1.2863,tar,P3,NaN
0.32898,0,-0.87162,tar,P3,NaN
0.61961,0,-1.8735,tar,P3,NaN
0.88811,0,-0.91923,tar,P3,NaN
0.12928,0,-0.90782,tar,P3,NaN
0.57255,0,-1.3188,tar,P3,NaN
0.54431,0,-0.82468,tar,P3,NaN
0.24986,0,-1.2985,tar,P3,NaN
0.46232,0,-1.6021,tar,P3,NaN
0.19509,0,-1.6305,tar,P3,NaN
0.74166,0,-1.1763,tar,P3,NaN
0.34783,0,-1.7912,tar,P3,NaN
0.44763,0,0.030037,tar,P3,NaN
0.89982,0,-0.13052,tar,P3,NaN
0.13771,0,0.30004,tar,P3,NaN
0.97068,0,-0.33939,tar,P3,NaN
0.74231,0,0.43344,tar,P3,NaN
1.0021,0,0.24827,tar,P3,NaN
0.73797,0,-0.24983,tar,P3,NaN
0.38918,0,-0.50832,tar,P3,NaN
0.31001,0,-0.30533,tar,P3,NaN
0.18934,0,0.024972,tar,P3,NaN
0.12338,0,-0.45585,tar,P3,NaN
0.68713,0,0.0054724,tar,P3,NaN
0.74759,0,0.22531,tar,P3,NaN
0.753,0,-0.48696,tar,P3,NaN
0.44522,0,0.39515,tar,P3,NaN
0.53993,0,1.3409,tar,P3,NaN
0.31521,0,0.95289,tar,P3,NaN
0.25685,0,0.62872,tar,P3,NaN
0.15998,0,1.208,tar,P3,NaN
0.2005,0,1.4349,tar,P3,NaN
0.64671,0,0.92699,tar,P3,NaN
0.78886,0,1.2467,tar,P3,NaN
0.87509,0,1.5572,tar,P3,NaN
0.86363,0,0.68997,tar,P3,NaN
1.0021,0,1.1351,tar,P3,NaN
0.54035,0,1.6568,tar,P3,NaN
0.10863,0,0.89017,tar,P3,NaN
1.0126,0,1.3806,tar,P3,NaN
0.35402,0,1.2617,tar,P3,NaN
0.90281,0,0.90163,tar,P3,NaN
-0.17098,0,1.5384,tar,P3,NaN
-0.44928,0,1.1906,tar,P3,NaN
-0.2171,0,1.2913,tar,P3,NaN
-0.41391,0,1.438,tar,P3,NaN
-0.44721,0,1.6538,tar,P3,NaN
-0.86447,0,1.6478,tar,P3,NaN
-0.99913,0,1.2828,tar,P3,NaN
-0.74823,0,0.89627,tar,P3,NaN
-0.711,0,1.4288,tar,P3,NaN
-0.79635,0,1.1269,tar,P3,NaN
-0.34708,0,0.63275,tar,P3,NaN
-0.17475,0,0.87059,tar,P3,NaN
-0.37168,0,0.91252,tar,P3,NaN
-0.95033,0,0.83611,tar,P3,NaN
-0.69555,0,0.61202,tar,P3,NaN
-0.10245,0,0.00065236,tar,P3,NaN
-0.13267,0,-0.53291,tar,P3,NaN
-0.083379,0,0.36636,tar,P3,NaN
-0.41945,0,-0.16873,tar,P3,NaN
-1.0139,0,0.39964,tar,P3,NaN
-0.77506,0,-0.65606,tar,P3,NaN
-0.53496,0,0.39056,tar,P3,NaN
-0.85545,0,0.24151,tar,P3,NaN
-0.4058,0,-0.50262,tar,P3,NaN
-0.99584,0,-0.16077,tar,P3,NaN
-1.0174,0,-0.62263,tar,P3,NaN
-0.39753,0,0.1394,tar,P3,NaN
-0.66182,0,-0.26988,tar,P3,NaN
-0.76522,0,0.42899,tar,P3,NaN
-0.73826,0,-0.030161,tar,P3,NaN
-0.92164,0,-1.6354,tar,P3,NaN
-0.4448,0,-1.0406,tar,P3,NaN
-0.28669,0,-1.9216,tar,P3,NaN
-0.24428,0,-0.97599,tar,P3,NaN
-0.65675,0,-1.9049,tar,P3,NaN
-0.1633,0,-1.6783,tar,P3,NaN
-0.74726,0,-0.93923,tar,P3,NaN
-1.004,0,-1.3737,tar,P3,NaN
-0.42017,0,-1.6806,tar,P3,NaN
-0.95346,0,-0.989,tar,P3,NaN
-0.69892,0,-1.4385,tar,P3,NaN
-0.078737,0,-1.2586,tar,P3,NaN
-0.39987,0,-1.4583,tar,P3,NaN
-0.71589,0,-1.1403,tar,P3,NaN
-0.49705,0,-1.257,tar,P3,NaN
