X,Y,Z,Prefab,Rotation,Projector,ID,Filler
-0.50628,0,0.97227,C10,165,P3,1001,NaN
-0.0863500000000001,0,1.2198,C10,81,P3,1002,NaN
-0.97031,0,0.753039999999999,C10,132,P3,1003,NaN
-0.61704,0,1.1839,O,9,P3,3001,NaN
-0.45797,0,0.60511,O,199,P3,3002,NaN
-0.90184,0,1.4755,O,166,P3,3003,NaN
-0.23461,0,0.94716,O,62,P3,3004,NaN
-0.23231,0,1.7128,O,204,P3,3005,NaN
-0.64354,0,1.36,O,173,P3,3006,NaN
-0.25203,0,1.4858,O,287,P3,3007,NaN
-0.28185,0,1.1805,O,162,P3,3008,NaN
-0.34663,0,0.77227,O,243,P3,3009,NaN
-0.17868,0,-0.56035,C10,181,P3,1004,NaN
-0.34255,0,-0.22821,C10,137,P3,1005,NaN
-0.58732,0,-0.10916,C10,127,P3,1006,NaN
-0.4896,0,0.40428,O,302,P3,3010,NaN
-0.95161,0,0.21671,O,216,P3,3011,NaN
-0.18129,0,-0.31558,O,47,P3,3012,NaN
-0.36381,0,0.0580649999999999,O,325,P3,3013,NaN
-0.60899,0,0.12267,O,155,P3,3014,NaN
-0.52115,0,-0.43341,O,138,P3,3015,NaN
-0.79014,0,-0.6065,O,43,P3,3016,NaN
-0.79496,0,0.44096,O,142,P3,3017,NaN
-0.40384,0,-0.56369,O,256,P3,3018,NaN
-0.89089,0,-0.87727,C10,273,P3,1007,NaN
-0.59759,0,-0.90324,C10,182,P3,1008,NaN
-0.57113,0,-1.8279,C10,213,P3,1009,NaN
-0.32092,0,-1.5753,O,35,P3,3019,NaN
-0.25811,0,-1.0583,O,288,P3,3020,NaN
-0.78194,0,-1.7538,O,100,P3,3021,NaN
-0.1728,0,-1.5427,O,52,P3,3022,NaN
-0.93825,0,-1.5296,O,245,P3,3023,NaN
-0.15756,0,-0.81545,O,283,P3,3024,NaN
-0.0939510000000001,0,-1.3126,O,229,P3,3025,NaN
-1.0196,0,-1.386,O,23,P3,3026,NaN
-0.62025,0,-1.4622,O,232,P3,3027,NaN
0.89028,0,-1.3686,C10,129,P3,1010,NaN
0.5489,0,-1.1246,C10,191,P3,1011,NaN
0.63987,0,-0.95675,C10,127,P3,1012,NaN
0.253,0,-1.4648,O,264,P3,3028,NaN
0.38284,0,-1.3269,O,92,P3,3029,NaN
0.85518,0,-1.6496,O,201,P3,3030,NaN
0.60857,0,-1.2711,O,75,P3,3031,NaN
0.54852,0,-1.7349,O,247,P3,3032,NaN
0.62325,0,-1.8764,O,179,P3,3033,NaN
0.90432,0,-1.1443,O,7,P3,3034,NaN
0.15767,0,-1.0768,O,14,P3,3035,NaN
0.0797860000000003,0,-1.7986,O,278,P3,3036,NaN
