X,Y,Z,Prefab,Projector,Filler
-0.42833,0,1.4123,tar,P3,NaN
-0.57125,0,1.0929,tar,P3,NaN
-0.1355,0,1.257,tar,P3,NaN
-1.0252,0,0.75319,tar,P3,NaN
-0.1392,0,0.74692,tar,P3,NaN
-0.85461,0,1.6677,tar,P3,NaN
-0.805150000000001,0,1.3425,tar,P3,NaN
-0.65529,0,0.78194,tar,P3,NaN
-0.908610000000001,0,1.0495,tar,P3,NaN
-0.83467,0,0.0800279999999997,tar,P3,NaN
-0.81162,0,-0.368290000000001,tar,P3,NaN
-0.42199,0,-0.00501010000000015,tar,P3,NaN
-0.20865,0,-0.62683,tar,P3,NaN
-0.42884,0,-0.37593,tar,P3,NaN
-0.12318,0,0.085498,tar,P3,NaN
-0.45926,0,0.30571,tar,P3,NaN
-0.94774,0,0.44449,tar,P3,NaN
-0.11571,0,0.44585,tar,P3,NaN
-0.16694,0,-1.8213,tar,P3,NaN
-0.70799,0,-1.7261,tar,P3,NaN
-0.26829,0,-1.1836,tar,P3,NaN
-0.90079,0,-1.3443,tar,P3,NaN
-0.5679,0,-0.81115,tar,P3,NaN
-0.43831,0,-1.4495,tar,P3,NaN
-0.98895,0,-1.8427,tar,P3,NaN
-1.0146,0,-0.83661,tar,P3,NaN
-0.47268,0,-1.9161,tar,P3,NaN
0.2036,0,-1.3001,tar,P3,NaN
0.98394,0,-1.1314,tar,P3,NaN
0.48893,0,-1.6706,tar,P3,NaN
0.92266,0,-1.5713,tar,P3,NaN
0.51783,0,-0.99007,tar,P3,NaN
0.17294,0,-1.652,tar,P3,NaN
0.81159,0,-0.88005,tar,P3,NaN
0.9984,0,-1.8863,tar,P3,NaN
0.13735,0,-0.81197,tar,P3,NaN
0.8565,0,0.27785,tar,P3,NaN
0.8858,0,-0.0821569999999998,tar,P3,NaN
0.67624,0,-0.34695,tar,P3,NaN
0.52575,0,-0.63276,tar,P3,NaN
0.39883,0,0.33497,tar,P3,NaN
0.25048,0,-0.17414,tar,P3,NaN
0.10171,0,0.27187,tar,P3,NaN
0.54661,0,0.0655640000000002,tar,P3,NaN
0.98556,0,-0.50257,tar,P3,NaN
0.52931,0,0.95864,tar,P3,NaN
0.94423,0,0.65465,tar,P3,NaN
0.11055,0,1.0585,tar,P3,NaN
0.18981,0,1.5669,tar,P3,NaN
0.86096,0,0.96067,tar,P3,NaN
0.7425,0,1.5149,tar,P3,NaN
0.1383,0,0.74313,tar,P3,NaN
0.51456,0,1.3142,tar,P3,NaN
1.0065,0,1.7146,tar,P3,NaN
-1.0186,0,0.90779,tar,P2,NaN
-0.525860000000001,0,1.7328,tar,P2,NaN
-0.13484,0,1.5403,tar,P2,NaN
-0.18305,0,0.83468,tar,P2,NaN
-0.99313,0,1.6554,tar,P2,NaN
-0.785,0,1.2512,tar,P2,NaN
-0.263600000000001,0,1.2573,tar,P2,NaN
-0.58572,0,1.0109,tar,P2,NaN
-0.75528,0,0.74971,tar,P2,NaN
-0.99464,0,-0.136800000000001,tar,P2,NaN
-0.37846,0,0.23193,tar,P2,NaN
-0.29838,0,-0.11125,tar,P2,NaN
-0.8058,0,0.37295,tar,P2,NaN
-0.28565,0,0.54927,tar,P2,NaN
-0.84454,0,-0.50292,tar,P2,NaN
-0.62371,0,-0.13577,tar,P2,NaN
-0.22039,0,-0.5654,tar,P2,NaN
-0.53963,0,-0.51171,tar,P2,NaN
-0.51619,0,-1.2614,tar,P2,NaN
-0.7109,0,-1.533,tar,P2,NaN
-0.0787350000000001,0,-1.5761,tar,P2,NaN
-0.96357,0,-1.2108,tar,P2,NaN
-0.1862,0,-0.87873,tar,P2,NaN
-0.77956,0,-0.89001,tar,P2,NaN
-0.38678,0,-1.6391,tar,P2,NaN
-0.11373,0,-1.2054,tar,P2,NaN
-0.85145,0,-1.8451,tar,P2,NaN
0.72353,0,-1.4452,tar,P2,NaN
0.53756,0,-0.74484,tar,P2,NaN
0.38405,0,-1.1645,tar,P2,NaN
0.86191,0,-0.82891,tar,P2,NaN
0.19374,0,-1.5268,tar,P2,NaN
1.0215,0,-1.2166,tar,P2,NaN
0.11043,0,-0.84617,tar,P2,NaN
0.87368,0,-1.8097,tar,P2,NaN
0.50764,0,-1.7517,tar,P2,NaN
0.58334,0,-0.0873449999999999,tar,P2,NaN
0.86834,0,0.34039,tar,P2,NaN
0.46084,0,0.32842,tar,P2,NaN
0.91272,0,-0.098896,tar,P2,NaN
0.099147,0,0.04028,tar,P2,NaN
0.27932,0,-0.40016,tar,P2,NaN
0.14939,0,0.36705,tar,P2,NaN
0.555,0,-0.52911,tar,P2,NaN
1.0046,0,-0.55176,tar,P2,NaN
0.15922,0,1.0108,tar,P2,NaN
0.51055,0,1.0728,tar,P2,NaN
0.88239,0,1.5435,tar,P2,NaN
0.433769999999999,0,1.841,tar,P2,NaN
1.006,0,1.0428,tar,P2,NaN
0.49461,0,0.73821,tar,P2,NaN
0.1585,0,1.6255,tar,P2,NaN
0.81525,0,1.8522,tar,P2,NaN
0.63655,0,1.3626,tar,P2,NaN
-0.41339,0,1.4539,tar,P1,NaN
-0.63003,0,0.8346,tar,P1,NaN
-0.64701,0,1.2153,tar,P1,NaN
-0.0930700000000007,0,1.1661,tar,P1,NaN
-0.28014,0,1.8631,tar,P1,NaN
-0.93051,0,1.646,tar,P1,NaN
-0.11014,0,1.5849,tar,P1,NaN
-0.94827,0,1.1678,tar,P1,NaN
-0.20237,0,0.88348,tar,P1,NaN
-0.52906,0,-0.34948,tar,P1,NaN
-0.11399,0,0.48242,tar,P1,NaN
-0.60027,0,0.54992,tar,P1,NaN
-0.70717,0,0.20741,tar,P1,NaN
