X,Y,Z,Prefab,Rotation,Projector,ID,Filler
-0.31627,0,0.72324,C10,0,P3,1001,NaN
-0.66439,0,0.63438,C10,25,P3,1002,NaN
-0.863150000000001,0,1.5368,C10,334,P3,1003,NaN
-0.59459,0,0.98469,C10,208,P3,1004,NaN
-0.10855,0,1.44,C10,285,P3,1005,NaN
-0.416670000000001,0,1.4602,C10,23,P3,1006,NaN
-1.0167,0,1.0097,C10,49,P3,1007,NaN
-0.52334,0,0.72499,C10,156,P3,1008,NaN
-0.18164,0,1.1865,C10,172,P3,1009,NaN
-0.108160000000001,0,1.6836,O,214,P3,3001,NaN
-0.55415,0,1.2988,O,59,P3,3002,NaN
-0.11692,0,0.8633,O,37,P3,3003,NaN
-0.74327,0,-0.35439,C10,351,P3,1010,NaN
-0.629,0,-0.0537110000000002,C10,309,P3,1011,NaN
-0.2338,0,0.081185,C10,352,P3,1012,NaN
-0.95299,0,0.0135080000000004,C10,62,P3,1013,NaN
-0.41657,0,0.20847,C10,166,P3,1014,NaN
-0.86955,0,-0.11426,C10,213,P3,1015,NaN
-0.76465,0,-0.55559,C10,108,P3,1016,NaN
-0.91524,0,-0.31587,C10,33,P3,1017,NaN
-0.148,0,-0.57804,C10,149,P3,1018,NaN
-0.19313,0,-0.08049,O,217,P3,3004,NaN
-0.9186,0,0.17822,O,286,P3,3005,NaN
-0.1865,0,0.24199,O,199,P3,3006,NaN
-0.37204,0,-1.4092,C10,2,P3,1019,NaN
-0.82988,0,-1.2272,C10,97,P3,1020,NaN
-0.72303,0,-1.7419,C10,282,P3,1021,NaN
-0.66258,0,-1.0381,C10,262,P3,1022,NaN
-0.64698,0,-1.5573,C10,300,P3,1023,NaN
-0.41983,0,-1.1869,C10,344,P3,1024,NaN
-0.83355,0,-0.99009,C10,86,P3,1025,NaN
-0.29733,0,-1.6697,C10,4,P3,1026,NaN
-0.42538,0,-1.7499,C10,318,P3,1027,NaN
-0.61773,0,-1.3194,O,146,P3,3007,NaN
-0.99248,0,-1.5799,O,168,P3,3008,NaN
-0.30376,0,-0.99822,O,47,P3,3009,NaN
0.83883,0,-1.6435,C10,228,P3,1028,NaN
0.348750000000001,0,-1.9038,C10,43,P3,1029,NaN
0.20603,0,-0.99454,C10,318,P3,1030,NaN
