X,Y,Z,Prefab,Projector,Filler
-0.182109999999999,0,1.6013,tar,P3,NaN
-0.82426,0,1.253,tar,P3,NaN
-0.49426,0,1.413,tar,P3,NaN
-0.0981690000000007,0,1.1545,tar,P3,NaN
-0.94066,0,0.90741,tar,P3,NaN
-0.53626,0,1.092,tar,P3,NaN
-0.9118,0,1.546,tar,P3,NaN
-0.405,0,1.7225,tar,P3,NaN
-0.26726,0,1.041,tar,P3,NaN
-0.75488,0,1.6973,tar,P3,NaN
-0.99406,0,1.1267,tar,P3,NaN
-0.4165,0,0.84328,tar,P3,NaN
-0.71229,0,0.97452,tar,P3,NaN
-1.0149,0,1.3578,tar,P3,NaN
-0.46663,0,0.61195,tar,P3,NaN
-0.75059,0,-0.21408,tar,P3,NaN
-0.15207,0,-0.64321,tar,P3,NaN
-0.13624,0,-0.16101,tar,P3,NaN
-0.62606,0,0.13859,tar,P3,NaN
-0.99366,0,-0.0943230000000001,tar,P3,NaN
-0.52153,0,-0.10532,tar,P3,NaN
-0.71004,0,0.39864,tar,P3,NaN
-0.98513,0,0.37802,tar,P3,NaN
-0.71822,0,-0.55857,tar,P3,NaN
-0.9871,0,-0.57883,tar,P3,NaN
-0.084125,0,0.14582,tar,P3,NaN
-0.28379,0,-0.3603,tar,P3,NaN
-0.10819,0,0.36328,tar,P3,NaN
-0.56304,0,-0.37133,tar,P3,NaN
-0.39748,0,-0.61776,tar,P3,NaN
-0.74048,0,-1.1663,tar,P3,NaN
-0.94573,0,-1.0055,tar,P3,NaN
-0.75508,0,-1.4009,tar,P3,NaN
-0.25199,0,-1.6935,tar,P3,NaN
-0.63984,0,-1.7342,tar,P3,NaN
-0.71142,0,-0.83286,tar,P3,NaN
-0.33236,0,-0.82491,tar,P3,NaN
-0.10086,0,-1.0734,tar,P3,NaN
-0.56319,0,-1.52,tar,P3,NaN
-0.95935,0,-1.2378,tar,P3,NaN
-0.37678,0,-1.2011,tar,P3,NaN
-0.91248,0,-1.6428,tar,P3,NaN
-0.423659999999999,0,-1.8829,tar,P3,NaN
-0.103389999999999,0,-1.8539,tar,P3,NaN
-0.53521,0,-1.0162,tar,P3,NaN
0.61729,0,-1.9139,tar,P3,NaN
0.47393,0,-1.3679,tar,P3,NaN
0.20031,0,-1.276,tar,P3,NaN
0.90814,0,-1.7767,tar,P3,NaN
0.20991,0,-1.0649,tar,P3,NaN
0.98344,0,-1.0866,tar,P3,NaN
0.77114,0,-1.298,tar,P3,NaN
0.57389,0,-0.96638,tar,P3,NaN
0.21468,0,-1.5697,tar,P3,NaN
0.98262,0,-0.83099,tar,P3,NaN
0.41602,0,-1.7587,tar,P3,NaN
0.61134,0,-1.6645,tar,P3,NaN
0.11611,0,-1.9185,tar,P3,NaN
0.34045,0,-0.81124,tar,P3,NaN
0.80153,0,-0.93211,tar,P3,NaN
0.19358,0,-0.24991,tar,P3,NaN
0.97805,0,0.185,tar,P3,NaN
0.49354,0,0.23655,tar,P3,NaN
0.75662,0,-0.20725,tar,P3,NaN
0.37733,0,-0.65999,tar,P3,NaN
0.66329,0,0.36433,tar,P3,NaN
0.60897,0,-0.5887,tar,P3,NaN
0.6259,0,0.0586640000000001,tar,P3,NaN
0.89283,0,-0.37615,tar,P3,NaN
0.88558,0,-0.0158319999999999,tar,P3,NaN
0.23494,0,0.1918,tar,P3,NaN
0.072505,0,-0.59531,tar,P3,NaN
0.4499,0,-0.3967,tar,P3,NaN
0.86717,0,0.35967,tar,P3,NaN
0.38528,0,-0.0334759999999999,tar,P3,NaN
0.77302,0,1.712,tar,P3,NaN
0.87161,0,1.1237,tar,P3,NaN
0.28667,0,1.1966,tar,P3,NaN
0.44464,0,1.3633,tar,P3,NaN
0.94221,0,0.80116,tar,P3,NaN
0.50605,0,1.6936,tar,P3,NaN
0.34014,0,0.68577,tar,P3,NaN
0.094404,0,0.66648,tar,P3,NaN
1.0035,0,1.7127,tar,P3,NaN
0.65999,0,0.70928,tar,P3,NaN
0.76532,0,1.3196,tar,P3,NaN
0.788,0,0.93893,tar,P3,NaN
0.27605,0,1.4875,tar,P3,NaN
0.91286,0,1.4969,tar,P3,NaN
0.24006,0,0.92302,tar,P3,NaN
-0.24796,0,1.843,tar,P2,NaN
-0.38017,0,0.78109,tar,P2,NaN
-0.77857,0,1.2656,tar,P2,NaN
-0.196790000000001,0,1.4895,tar,P2,NaN
-0.360950000000001,0,1.2892,tar,P2,NaN
-0.178200000000001,0,0.9524,tar,P2,NaN
-0.849890000000001,0,1.4884,tar,P2,NaN
-0.68192,0,0.74712,tar,P2,NaN
-0.557580000000001,0,0.98751,tar,P2,NaN
-0.843219999999999,0,1.7982,tar,P2,NaN
-0.602920000000001,0,1.5846,tar,P2,NaN
-0.90366,0,0.85536,tar,P2,NaN
-0.46357,0,1.8592,tar,P2,NaN
-1.0266,0,1.2613,tar,P2,NaN
-0.76167,0,1.0525,tar,P2,NaN
-0.59993,0,-0.24498,tar,P2,NaN
-0.91083,0,-0.16387,tar,P2,NaN
-0.41084,0,-0.39192,tar,P2,NaN
-0.89255,0,0.55371,tar,P2,NaN
-0.43088,0,0.28508,tar,P2,NaN
-0.0720950000000001,0,0.4146,tar,P2,NaN
-0.48734,0,0.52281,tar,P2,NaN
-0.20665,0,-0.00132109999999998,tar,P2,NaN
-0.67553,0,0.16412,tar,P2,NaN
-0.82837,0,0.35963,tar,P2,NaN
-0.93633,0,0.18824,tar,P2,NaN
-0.27025,0,0.57067,tar,P2,NaN
-0.14734,0,-0.32577,tar,P2,NaN
-0.15821,0,-0.54176,tar,P2,NaN
-0.98803,0,-0.41715,tar,P2,NaN
-0.65593,0,-1.6343,tar,P2,NaN
-0.42932,0,-1.1617,tar,P2,NaN
-0.66598,0,-1.0303,tar,P2,NaN
-0.48417,0,-0.78326,tar,P2,NaN
-0.9701,0,-1.0474,tar,P2,NaN
-0.80494,0,-1.223,tar,P2,NaN
-0.96965,0,-1.6199,tar,P2,NaN
-0.8285,0,-1.8468,tar,P2,NaN
-0.73512,0,-0.82504,tar,P2,NaN
-0.426709999999999,0,-1.804,tar,P2,NaN
-0.28772,0,-0.99758,tar,P2,NaN
-0.1299,0,-0.81408,tar,P2,NaN
-0.12238,0,-1.8237,tar,P2,NaN
-0.0880299999999998,0,-1.4153,tar,P2,NaN
