X,Y,Z,Prefab,Projector,Filler
0.89918,0,-0.87151,tar,P1,NaN
0.75384,0,-1.4229,tar,P1,NaN
0.36512,0,-0.80784,tar,P1,NaN
0.36583,0,-1.6305,tar,P1,NaN
0.49679,0,-1.2171,tar,P1,NaN
0.15583,0,-1.4064,tar,P1,NaN
0.68315,0,-0.64301,tar,P1,NaN
0.11703,0,-1.0038,tar,P1,NaN
0.66979,0,-1.7119,tar,P1,NaN
0.52343,0,0.14197,tar,P1,NaN
0.85294,0,0.58584,tar,P1,NaN
0.12788,0,0.057391,tar,P1,NaN
0.91103,0,-0.099608,tar,P1,NaN
0.58107,0,-0.29663,tar,P1,NaN
0.37545,0,0.41128,tar,P1,NaN
1.0034,0,-0.45252,tar,P1,NaN
0.14642,0,-0.30238,tar,P1,NaN
1.0004,0,0.20528,tar,P1,NaN
0.46742,0,1.403,tar,P1,NaN
0.31493,0,1.0919,tar,P1,NaN
0.083635,0,1.6124,tar,P1,NaN
0.65939,0,1.025,tar,P1,NaN
0.44422,0,1.766,tar,P1,NaN
0.94524,0,1.8189,tar,P1,NaN
0.11648,0,0.83143,tar,P1,NaN
0.97086,0,1.4152,tar,P1,NaN
1.022,0,0.93774,tar,P1,NaN
-0.81705,0,1.6606,tar,P1,NaN
-0.70078,0,1.0175,tar,P1,NaN
-0.28546,0,1.64,tar,P1,NaN
-0.076823,0,1.8895,tar,P1,NaN
-0.38097,0,1.3528,tar,P1,NaN
-0.94403,0,1.2901,tar,P1,NaN
-0.18542,0,0.86159,tar,P1,NaN
-0.98846,0,0.87943,tar,P1,NaN
-0.99841,0,1.9123,tar,P1,NaN
-0.47741,0,-0.13168,tar,P1,NaN
-0.58062,0,0.45408,tar,P1,NaN
-0.98541,0,-0.046708,tar,P1,NaN
-0.097852,0,0.3626,tar,P1,NaN
-0.64686,0,-0.40746,tar,P1,NaN
-0.95821,0,0.32269,tar,P1,NaN
-0.14807,0,-0.12917,tar,P1,NaN
-0.23574,0,-0.45569,tar,P1,NaN
-1.0231,0,-0.35855,tar,P1,NaN
-0.96489,0,-0.69619,tar,P1,NaN
-1.0237,0,-1.4374,tar,P1,NaN
-0.08874,0,-1.6588,tar,P1,NaN
-0.48844,0,-1.651,tar,P1,NaN
-0.67769,0,-1.1431,tar,P1,NaN
-0.16639,0,-0.95915,tar,P1,NaN
-0.2362,0,-1.2683,tar,P1,NaN
-0.82018,0,-1.6965,tar,P1,NaN
-0.60758,0,-0.73316,tar,P1,NaN
0.54356,0,-1.2358,tar,P2,NaN
0.084135,0,-1.4868,tar,P2,NaN
0.1209,0,-0.81416,tar,P2,NaN
0.84924,0,-1.6278,tar,P2,NaN
1.024,0,-1.3339,tar,P2,NaN
0.47077,0,-1.686,tar,P2,NaN
0.57646,0,-0.89364,tar,P2,NaN
0.86136,0,-0.7391,tar,P2,NaN
0.90426,0,-1.0437,tar,P2,NaN
0.31813,0,-0.19173,tar,P2,NaN
0.63494,0,0.20331,tar,P2,NaN
0.30017,0,-0.52712,tar,P2,NaN
0.82694,0,-0.33013,tar,P2,NaN
0.38773,0,0.46234,tar,P2,NaN
0.08415,0,0.56774,tar,P2,NaN
0.94111,0,0.41914,tar,P2,NaN
0.070984,0,0.11455,tar,P2,NaN
0.67808,0,0.56523,tar,P2,NaN
0.14979,0,1.0733,tar,P2,NaN
0.43784,0,0.93065,tar,P2,NaN
0.82537,0,0.86349,tar,P2,NaN
0.72258,0,1.3286,tar,P2,NaN
0.12488,0,1.5669,tar,P2,NaN
0.56194,0,1.6565,tar,P2,NaN
1.0081,0,1.2044,tar,P2,NaN
0.96557,0,1.7258,tar,P2,NaN
0.15114,0,0.73908,tar,P2,NaN
-1.0219,0,0.80828,tar,P2,NaN
-0.66694,0,1.4713,tar,P2,NaN
-0.31676,0,1.7031,tar,P2,NaN
-0.76634,0,0.9758,tar,P2,NaN
-0.89598,0,1.2616,tar,P2,NaN
-0.67038,0,1.8027,tar,P2,NaN
-0.43412,0,0.88879,tar,P2,NaN
-0.15139,0,1.1942,tar,P2,NaN
-0.97238,0,1.7442,tar,P2,NaN
-0.815,0,0.051473,tar,P2,NaN
-0.69351,0,-0.48328,tar,P2,NaN
-0.20974,0,-0.4274,tar,P2,NaN
-0.15443,0,-0.032213,tar,P2,NaN
-0.35351,0,0.54911,tar,P2,NaN
-1.0248,0,0.29429,tar,P2,NaN
-0.82842,0,0.53561,tar,P2,NaN
-0.39617,0,0.17373,tar,P2,NaN
-0.60438,0,-0.19387,tar,P2,NaN
-0.074714,0,-0.82058,tar,P2,NaN
-0.7977,0,-1.0372,tar,P2,NaN
-0.34167,0,-1.7263,tar,P2,NaN
-0.87731,0,-0.72443,tar,P2,NaN
-1.0172,0,-1.6411,tar,P2,NaN
-0.28006,0,-1.0651,tar,P2,NaN
-0.5268,0,-0.82782,tar,P2,NaN
-0.7775,0,-1.8438,tar,P2,NaN
-0.56248,0,-1.3817,tar,P2,NaN
0.81143,0,-1.7479,tar,P3,NaN
0.15411,0,-1.7071,tar,P3,NaN
0.38832,0,-1.1409,tar,P3,NaN
0.85262,0,-1.1237,tar,P3,NaN
0.55401,0,-1.9048,tar,P3,NaN
0.29078,0,-0.85492,tar,P3,NaN
0.081172,0,-1.2108,tar,P3,NaN
0.6057,0,-1.5074,tar,P3,NaN
0.93404,0,-0.80525,tar,P3,NaN
0.54319,0,-0.037013,tar,P3,NaN
0.77238,0,0.36454,tar,P3,NaN
0.10722,0,-0.55281,tar,P3,NaN
0.79649,0,-0.59595,tar,P3,NaN
0.087893,0,-0.15583,tar,P3,NaN
0.19369,0,0.15824,tar,P3,NaN
0.97074,0,0.017097,tar,P3,NaN
0.42097,0,-0.42489,tar,P3,NaN
0.87053,0,-0.29953,tar,P3,NaN
0.22372,0,0.71494,tar,P3,NaN
0.74593,0,0.86825,tar,P3,NaN
0.48009,0,1.6901,tar,P3,NaN
0.94639,0,1.4432,tar,P3,NaN
0.33056,0,1.2652,tar,P3,NaN
0.69724,0,1.214,tar,P3,NaN
