X,Y,Z,Prefab,Rotation,Projector,ID,Filler
0.10526,0,-1.0615,C80,23,P1,2001,NaN
0.86375,0,-0.95548,C80,204,P1,2002,NaN
0.4077,0,-0.9349,C80,83,P1,2003,NaN
0.34276,0,-1.1722,O,159,P1,3001,NaN
0.80433,0,-1.4235,O,36,P1,3002,NaN
0.58701,0,-1.065,O,46,P1,3003,NaN
0.80839,0,-0.6075,O,289,P1,3004,NaN
0.88574,0,-1.1889,O,92,P1,3005,NaN
0.99875,0,-1.3331,O,180,P1,3006,NaN
0.25547,0,-1.3224,O,189,P1,3007,NaN
0.37071,0,-1.6205,O,8,P1,3008,NaN
0.1489,0,-1.6374,O,316,P1,3009,NaN
0.89128,0,-0.11426,C80,166,P1,2004,NaN
0.38127,0,0.071059,C80,353,P1,2005,NaN
0.71721,0,0.055009,C80,206,P1,2006,NaN
0.87911,0,0.18339,O,315,P1,3010,NaN
0.31946,0,-0.37762,O,87,P1,3011,NaN
0.4852,0,0.31119,O,43,P1,3012,NaN
0.11423,0,-0.098484,O,55,P1,3013,NaN
0.47956,0,-0.11354,O,22,P1,3014,NaN
0.30329,0,0.23013,O,73,P1,3015,NaN
0.91749,0,0.48815,O,313,P1,3016,NaN
0.61013,0,0.58222,O,278,P1,3017,NaN
0.15055,0,0.31009,O,336,P1,3018,NaN
0.35644,0,1.6011,C80,30,P1,2007,NaN
0.37475,0,1.0596,C80,26,P1,2008,NaN
0.71142,0,0.93611,C80,352,P1,2009,NaN
0.11929,0,1.4374,O,188,P1,3019,NaN
0.10547,0,1.7239,O,284,P1,3020,NaN
0.67073,0,1.5428,O,112,P1,3021,NaN
0.35843,0,1.9186,O,43,P1,3022,NaN
0.421,0,0.87254,O,175,P1,3023,NaN
0.55441,0,1.1208,O,150,P1,3024,NaN
0.11357,0,0.87609,O,330,P1,3025,NaN
0.92518,0,1.4207,O,58,P1,3026,NaN
0.69365,0,1.1957,O,74,P1,3027,NaN
-0.30408,0,1.4812,C80,55,P1,2010,NaN
-0.17032,0,1.7928,C80,345,P1,2011,NaN
-0.52516,0,0.88491,C80,270,P1,2012,NaN
-0.26525,0,0.84783,O,75,P1,3028,NaN
-0.80391,0,1.1515,O,240,P1,3029,NaN
-0.22995,0,1.0153,O,80,P1,3030,NaN
-0.3159,0,1.636,O,162,P1,3031,NaN
-0.76493,0,0.85215,O,339,P1,3032,NaN
-0.83766,0,1.4434,O,210,P1,3033,NaN
-0.62974,0,1.772,O,54,P1,3034,NaN
-0.96286,0,1.6331,O,227,P1,3035,NaN
-0.3703,0,1.8762,O,67,P1,3036,NaN
-0.3238,0,-0.17021,C80,30,P1,2013,NaN
-0.19348,0,0.075924,C80,78,P1,2014,NaN
-0.49142,0,-0.099806,C80,190,P1,2015,NaN
-0.90089,0,-0.18617,O,241,P1,3037,NaN
-0.68087,0,-0.19545,O,166,P1,3038,NaN
-0.99254,0,0.31179,O,78,P1,3039,NaN
-0.77962,0,0.31251,O,80,P1,3040,NaN
-0.50573,0,0.50152,O,321,P1,3041,NaN
-0.88344,0,0.055522,O,109,P1,3042,NaN
-0.1517,0,-0.32688,O,91,P1,3043,NaN
-0.82548,0,-0.40005,O,323,P1,3044,NaN
-0.36106,0,0.41139,O,44,P1,3045,NaN
-0.44547,0,-0.70072,C80,240,P1,2016,NaN
-0.30701,0,-1.1098,C80,118,P1,2017,NaN
-0.17198,0,-0.73521,C80,118,P1,2018,NaN
-0.98406,0,-1.264,O,298,P1,3046,NaN
-1.0166,0,-1.4545,O,199,P1,3047,NaN
-0.15916,0,-1.2932,O,233,P1,3048,NaN
-0.73248,0,-1.5573,O,305,P1,3049,NaN
-0.82823,0,-1.2521,O,215,P1,3050,NaN
-0.79716,0,-0.85885,O,120,P1,3051,NaN
-0.33485,0,-1.5083,O,77,P1,3052,NaN
-0.24907,0,-0.93414,O,226,P1,3053,NaN
-0.60503,0,-1.4483,O,95,P1,3054,NaN
1.0057,0,-1.2051,C80,352,P2,2019,NaN
0.34684,0,-1.2656,C80,59,P2,2020,NaN
0.27676,0,-1.6524,C80,287,P2,2021,NaN
0.61427,0,-1.3723,O,333,P2,3055,NaN
0.37345,0,-0.81792,O,168,P2,3056,NaN
0.66414,0,-1.554,O,221,P2,3057,NaN
0.56568,0,-1.861,O,148,P2,3058,NaN
0.14078,0,-1.2353,O,349,P2,3059,NaN
0.81132,0,-1.4196,O,236,P2,3060,NaN
0.81738,0,-1.8023,O,278,P2,3061,NaN
0.61579,0,-0.9934,O,150,P2,3062,NaN
0.63532,0,-1.1672,O,54,P2,3063,NaN
0.30019,0,0.13529,C80,178,P2,2022,NaN
0.74742,0,0.33766,C80,306,P2,2023,NaN
0.20288,0,0.27594,C80,245,P2,2024,NaN
0.77898,0,-0.57363,O,161,P2,3064,NaN
0.38017,0,-0.51541,O,179,P2,3065,NaN
0.88865,0,0.50299,O,57,P2,3066,NaN
0.51068,0,0.070764,O,252,P2,3067,NaN
0.079969,0,-0.038203,O,74,P2,3068,NaN
0.35418,0,-0.26987,O,244,P2,3069,NaN
0.67544,0,-0.14371,O,45,P2,3070,NaN
0.6942,0,0.020053,O,215,P2,3071,NaN
0.38778,0,0.43065,O,279,P2,3072,NaN
0.097469,0,1.3668,C80,209,P2,2025,NaN
0.82416,0,0.9762,C80,247,P2,2026,NaN
0.1249,0,1.0574,C80,154,P2,2027,NaN
0.6828,0,1.5307,O,100,P2,3073,NaN
0.9173,0,1.4713,O,353,P2,3074,NaN
0.7355,0,1.1645,O,348,P2,3075,NaN
0.94635,0,1.1371,O,263,P2,3076,NaN
0.26142,0,1.5931,O,261,P2,3077,NaN
0.79162,0,1.8569,O,233,P2,3078,NaN
0.65417,0,1.7753,O,31,P2,3079,NaN
0.46514,0,1.8476,O,191,P2,3080,NaN
0.37266,0,0.77942,O,307,P2,3081,NaN
-0.55697,0,1.0851,C80,76,P2,2028,NaN
-0.93882,0,0.78453,C80,298,P2,2029,NaN
-0.27886,0,0.99733,C80,75,P2,2030,NaN
-0.43098,0,1.7278,O,172,P2,3082,NaN
-0.7696,0,1.1057,O,108,P2,3083,NaN
-0.19544,0,0.75709,O,125,P2,3084,NaN
-0.083995,0,1.0073,O,335,P2,3085,NaN
-0.51836,0,0.868,O,11,P2,3086,NaN
-0.27758,0,1.1592,O,260,P2,3087,NaN
-0.68332,0,1.7803,O,136,P2,3088,NaN
-0.91564,0,1.7768,O,212,P2,3089,NaN
-0.9651,0,1.2543,O,119,P2,3090,NaN
-0.31921,0,-0.13547,C80,312,P2,2031,NaN
-0.55311,0,0.0259,C80,308,P2,2032,NaN
-1.0139,0,0.38303,C80,198,P2,2033,NaN
-0.89377,0,-0.27369,O,16,P2,3091,NaN
-0.75226,0,-0.54175,O,193,P2,3092,NaN
-0.87342,0,0.45688,O,298,P2,3093,NaN
-0.19138,0,0.18277,O,204,P2,3094,NaN
-0.98673,0,0.23385,O,79,P2,3095,NaN
-0.38429,0,0.45269,O,117,P2,3096,NaN
-0.54754,0,-0.38875,O,24,P2,3097,NaN
-0.39736,0,-0.50859,O,135,P2,3098,NaN
-0.74426,0,0.025442,O,94,P2,3099,NaN
-0.45619,0,-1.1136,C80,94,P2,2034,NaN
-0.17448,0,-1.8086,C80,171,P2,2035,NaN
-0.85636,0,-0.77413,C80,35,P2,2036,NaN
-0.30138,0,-1.3836,O,23,P2,3100,NaN
-0.19277,0,-0.80913,O,294,P2,3101,NaN
-0.16495,0,-1.0564,O,25,P2,3102,NaN
-0.79516,0,-1.2845,O,108,P2,3103,NaN
-0.92392,0,-1.1237,O,284,P2,3104,NaN
-0.56819,0,-1.283,O,165,P2,3105,NaN
-0.65671,0,-1.8009,O,328,P2,3106,NaN
-0.27481,0,-0.94596,O,199,P2,3107,NaN
-0.78739,0,-0.95424,O,155,P2,3108,NaN
0.7572,0,-1.0416,C80,144,P3,2037,NaN
0.77832,0,-1.6475,C80,23,P3,2038,NaN
0.87854,0,-0.9008,C80,258,P3,2039,NaN
0.20715,0,-0.82913,O,260,P3,3109,NaN
0.51104,0,-1.0669,O,267,P3,3110,NaN
0.17313,0,-1.4905,O,249,P3,3111,NaN
0.4352,0,-1.5924,O,94,P3,3112,NaN
0.10047,0,-1.7051,O,4,P3,3113,NaN
0.636,0,-0.91803,O,127,P3,3114,NaN
0.10682,0,-1.0058,O,323,P3,3115,NaN
0.99096,0,-1.3454,O,268,P3,3116,NaN
0.26271,0,-1.7153,O,106,P3,3117,NaN
0.77954,0,0.07917,C80,67,P3,2040,NaN
1.007,0,-0.24146,C80,59,P3,2041,NaN
0.38512,0,-0.62335,C80,28,P3,2042,NaN
0.10778,0,0.06998,O,158,P3,3118,NaN
0.9479,0,0.30464,O,98,P3,3119,NaN
1.0151,0,0.023556,O,86,P3,3120,NaN
0.66443,0,0.4397,O,53,P3,3121,NaN
0.42881,0,0.40481,O,170,P3,3122,NaN
0.61546,0,-0.40676,O,263,P3,3123,NaN
0.33986,0,-0.032348,O,141,P3,3124,NaN
0.18711,0,-0.36265,O,57,P3,3125,NaN
0.83271,0,-0.59866,O,51,P3,3126,NaN
0.55866,0,1.4695,C80,326,P3,2043,NaN
1.0065,0,0.626,C80,127,P3,2044,NaN
0.93497,0,0.86991,C80,58,P3,2045,NaN
0.13028,0,1.1019,O,314,P3,3127,NaN
0.42376,0,0.70877,O,290,P3,3128,NaN
0.43487,0,1.1752,O,265,P3,3129,NaN
0.75887,0,0.59891,O,178,P3,3130,NaN
0.70013,0,0.98556,O,145,P3,3131,NaN
0.6663,0,0.78767,O,311,P3,3132,NaN
0.16393,0,0.77709,O,66,P3,3133,NaN
0.92831,0,1.4544,O,334,P3,3134,NaN
0.72669,0,1.55,O,296,P3,3135,NaN
-0.68749,0,1.1458,C80,248,P3,2046,NaN
-0.81032,0,0.83721,C80,169,P3,2047,NaN
-0.6497,0,1.4581,C80,320,P3,2048,NaN
-0.98355,0,0.71268,O,354,P3,3136,NaN
-0.43985,0,1.6542,O,12,P3,3137,NaN
-0.31785,0,0.7438,O,297,P3,3138,NaN
-0.9312,0,1.1135,O,238,P3,3139,NaN
-0.16827,0,0.94223,O,162,P3,3140,NaN
-0.6262,0,1.6599,O,207,P3,3141,NaN
-0.537,0,1.2683,O,288,P3,3142,NaN
-0.8516,0,1.6057,O,228,P3,3143,NaN
-0.14007,0,1.1324,O,285,P3,3144,NaN
-0.19479,0,-0.19981,C80,22,P3,2049,NaN
-0.12533,0,0.13646,C80,141,P3,2050,NaN
-0.61277,0,-0.12233,C80,152,P3,2051,NaN
-0.73669,0,0.30097,O,240,P3,3145,NaN
-0.87947,0,-0.31654,O,229,P3,3146,NaN
-0.31183,0,-0.57618,O,319,P3,3147,NaN
-0.32772,0,-0.31787,O,221,P3,3148,NaN
-0.4721,0,-0.3796,O,222,P3,3149,NaN
-0.98158,0,0.24718,O,316,P3,3150,NaN
-0.47408,0,-0.59486,O,277,P3,3151,NaN
-0.86548,0,-0.63456,O,271,P3,3152,NaN
-0.54323,0,0.3507,O,42,P3,3153,NaN
-0.48505,0,-0.97859,C80,74,P3,2052,NaN
-0.72979,0,-1.0515,C80,42,P3,2053,NaN
-0.3632,0,-1.8019,C80,303,P3,2054,NaN
-0.97782,0,-1.5327,O,138,P3,3154,NaN
-0.67782,0,-1.5009,O,164,P3,3155,NaN
-0.15219,0,-1.603,O,27,P3,3156,NaN
-0.62149,0,-1.1797,O,10,P3,3157,NaN
-0.45388,0,-1.2191,O,347,P3,3158,NaN
-0.29624,0,-0.81895,O,58,P3,3159,NaN
-0.18456,0,-1.1135,O,337,P3,3160,NaN
-0.48133,0,-1.911,O,86,P3,3161,NaN
-0.51772,0,-0.82897,O,28,P3,3162,NaN
