X,Y,Z,Prefab,Projector,Filler
0.89191,0,-1.4308,tar,P1,NaN
0.49441,0,-1.0184,tar,P1,NaN
0.080641,0,-1.2068,tar,P1,NaN
0.21444,0,-1.5917,tar,P1,NaN
0.39955,0,-1.4389,tar,P1,NaN
0.7889,0,-1.1437,tar,P1,NaN
0.85511,0,-1.6686,tar,P1,NaN
0.6014,0,-1.3831,tar,P1,NaN
1.0255,0,-1.0805,tar,P1,NaN
0.9924,0,-0.6984,tar,P1,NaN
0.12088,0,-0.8368,tar,P1,NaN
0.42204,0,-0.63918,tar,P1,NaN
0.58342,0,-1.5874,tar,P1,NaN
0.71481,0,-0.75498,tar,P1,NaN
0.3405,0,-1.1603,tar,P1,NaN
0.73973,0,0.22475,tar,P1,NaN
0.98443,0,-0.40274,tar,P1,NaN
0.37578,0,0.63038,tar,P1,NaN
0.47263,0,-0.10915,tar,P1,NaN
0.2645,0,-0.33365,tar,P1,NaN
0.969,0,0.40751,tar,P1,NaN
0.35807,0,0.12778,tar,P1,NaN
0.13201,0,0.47937,tar,P1,NaN
0.54415,0,0.28753,tar,P1,NaN
0.64321,0,0.022454,tar,P1,NaN
0.63486,0,-0.35877,tar,P1,NaN
0.118,0,-0.18945,tar,P1,NaN
0.091119,0,0.050544,tar,P1,NaN
0.95596,0,0.608,tar,P1,NaN
0.31534,0,0.36225,tar,P1,NaN
0.18764,0,0.83966,tar,P1,NaN
0.9678,0,0.96987,tar,P1,NaN
0.18427,0,1.1765,tar,P1,NaN
0.45889,0,1.5684,tar,P1,NaN
0.80044,0,1.5126,tar,P1,NaN
0.40879,0,1.0954,tar,P1,NaN
0.26359,0,1.8293,tar,P1,NaN
0.75757,0,1.083,tar,P1,NaN
0.16843,0,1.4906,tar,P1,NaN
0.49991,0,0.87156,tar,P1,NaN
0.54718,0,1.3055,tar,P1,NaN
0.93297,0,1.7437,tar,P1,NaN
0.85173,0,1.312,tar,P1,NaN
0.66269,0,1.7539,tar,P1,NaN
0.07878,0,1.6728,tar,P1,NaN
-0.36065,0,1.5826,tar,P1,NaN
-0.76418,0,0.94426,tar,P1,NaN
-0.52569,0,1.2147,tar,P1,NaN
-0.78844,0,1.6813,tar,P1,NaN
-0.16486,0,1.7862,tar,P1,NaN
-1.0086,0,1.4787,tar,P1,NaN
-0.81714,0,1.196,tar,P1,NaN
-0.60203,0,1.4048,tar,P1,NaN
-0.6452,0,1.8684,tar,P1,NaN
-0.14859,0,1.1336,tar,P1,NaN
-0.13793,0,0.90665,tar,P1,NaN
-0.33154,0,1.3226,tar,P1,NaN
-0.94895,0,1.9117,tar,P1,NaN
-0.070774,0,1.3191,tar,P1,NaN
-0.43038,0,1.8163,tar,P1,NaN
-0.46726,0,0.02504,tar,P1,NaN
-0.78797,0,0.13338,tar,P1,NaN
-0.18765,0,0.0518,tar,P1,NaN
-0.59761,0,-0.33096,tar,P1,NaN
-0.234,0,0.55107,tar,P1,NaN
-0.56337,0,0.20944,tar,P1,NaN
-0.099868,0,0.2683,tar,P1,NaN
-0.5335,0,0.65774,tar,P1,NaN
-0.95457,0,0.58264,tar,P1,NaN
-0.7104,0,0.54595,tar,P1,NaN
-0.96647,0,-0.029269,tar,P1,NaN
-0.34565,0,-0.15696,tar,P1,NaN
-0.35802,0,0.203,tar,P1,NaN
-0.85987,0,-0.28213,tar,P1,NaN
-0.68264,0,-0.14374,tar,P1,NaN
-0.95904,0,-1.5053,tar,P1,NaN
-0.41337,0,-1.4347,tar,P1,NaN
-0.62601,0,-1.1751,tar,P1,NaN
-0.96372,0,-1.2997,tar,P1,NaN
-1.0213,0,-0.87398,tar,P1,NaN
-0.099349,0,-0.83231,tar,P1,NaN
-0.7127,0,-1.6588,tar,P1,NaN
-0.38523,0,-1.0002,tar,P1,NaN
-0.44593,0,-1.6592,tar,P1,NaN
-0.79674,0,-1.0311,tar,P1,NaN
-0.17178,0,-1.4681,tar,P1,NaN
-0.63733,0,-1.4208,tar,P1,NaN
-0.28019,0,-0.66718,tar,P1,NaN
-0.53837,0,-0.67676,tar,P1,NaN
-0.091325,0,-1.6718,tar,P1,NaN
0.58909,0,-1.2773,tar,P2,NaN
0.33862,0,-0.9371,tar,P2,NaN
0.85865,0,-1.8573,tar,P2,NaN
0.48209,0,-1.5305,tar,P2,NaN
0.66572,0,-0.93112,tar,P2,NaN
0.49681,0,-1.8266,tar,P2,NaN
0.81815,0,-1.5831,tar,P2,NaN
0.96358,0,-1.2698,tar,P2,NaN
0.15848,0,-1.7906,tar,P2,NaN
0.25456,0,-1.5402,tar,P2,NaN
0.12121,0,-0.80928,tar,P2,NaN
0.99249,0,-0.85869,tar,P2,NaN
0.50481,0,-0.75716,tar,P2,NaN
0.22731,0,-1.1509,tar,P2,NaN
1.0232,0,-1.5738,tar,P2,NaN
0.69826,0,-0.37562,tar,P2,NaN
0.70123,0,0.30597,tar,P2,NaN
0.45677,0,0.29307,tar,P2,NaN
0.54155,0,0.50875,tar,P2,NaN
0.82803,0,0.095652,tar,P2,NaN
1.0027,0,-0.41765,tar,P2,NaN
0.29873,0,-0.006105,tar,P2,NaN
0.41879,0,-0.42545,tar,P2,NaN
0.078583,0,-0.3019,tar,P2,NaN
0.22411,0,0.40793,tar,P2,NaN
1.0033,0,0.56591,tar,P2,NaN
0.25744,0,-0.55989,tar,P2,NaN
0.51016,0,0.038695,tar,P2,NaN
0.91192,0,-0.1972,tar,P2,NaN
0.67368,0,-0.10417,tar,P2,NaN
0.93296,0,1.6996,tar,P2,NaN
0.64764,0,1.6522,tar,P2,NaN
0.54226,0,0.75543,tar,P2,NaN
0.49769,0,1.0407,tar,P2,NaN
0.38492,0,1.7285,tar,P2,NaN
0.21299,0,1.4735,tar,P2,NaN
0.28474,0,1.0467,tar,P2,NaN
0.76131,0,0.95079,tar,P2,NaN
0.77015,0,1.8779,tar,P2,NaN
0.44365,0,1.3069,tar,P2,NaN
0.96022,0,1.0125,tar,P2,NaN
0.83998,0,1.185,tar,P2,NaN
0.46213,0,1.5284,tar,P2,NaN
0.073456,0,0.89359,tar,P2,NaN
0.27216,0,0.73463,tar,P2,NaN
-0.52155,0,1.7062,tar,P2,NaN
-0.97783,0,1.6513,tar,P2,NaN
-0.4076,0,1.0445,tar,P2,NaN
-0.71322,0,1.4741,tar,P2,NaN
-0.64084,0,0.72725,tar,P2,NaN
-0.16178,0,1.4598,tar,P2,NaN
-0.48807,0,1.3733,tar,P2,NaN
-0.77032,0,1.6887,tar,P2,NaN
-1.0022,0,0.90981,tar,P2,NaN
-0.16202,0,1.8617,tar,P2,NaN
-0.60679,0,0.93457,tar,P2,NaN
-0.11469,0,1.1563,tar,P2,NaN
-0.71834,0,1.1675,tar,P2,NaN
-0.22411,0,0.75739,tar,P2,NaN
-0.10123,0,0.94952,tar,P2,NaN
-0.79911,0,-0.24951,tar,P2,NaN
-0.23256,0,0.56898,tar,P2,NaN
-0.94788,0,0.55594,tar,P2,NaN
-0.54627,0,-0.38292,tar,P2,NaN
-0.44357,0,-0.10662,tar,P2,NaN
-0.68459,0,0.070417,tar,P2,NaN
-0.20684,0,-0.41583,tar,P2,NaN
-0.10489,0,-0.14759,tar,P2,NaN
-0.11222,0,0.29544,tar,P2,NaN
-0.91139,0,-0.021407,tar,P2,NaN
-0.6602,0,0.42803,tar,P2,NaN
-0.93319,0,-0.41993,tar,P2,NaN
-0.40243,0,0.1294,tar,P2,NaN
-0.95587,0,0.23512,tar,P2,NaN
-0.42009,0,0.38145,tar,P2,NaN
-0.67815,0,-1.7311,tar,P2,NaN
-0.65863,0,-1.1171,tar,P2,NaN
-0.69786,0,-0.74781,tar,P2,NaN
-0.39165,0,-1.5185,tar,P2,NaN
-0.35687,0,-0.85854,tar,P2,NaN
-0.12979,0,-0.80348,tar,P2,NaN
-0.87678,0,-1.8065,tar,P2,NaN
-1.0047,0,-1.4993,tar,P2,NaN
-0.084181,0,-1.2844,tar,P2,NaN
-0.34875,0,-1.0663,tar,P2,NaN
-0.90159,0,-0.76774,tar,P2,NaN
-0.12923,0,-1.0703,tar,P2,NaN
-0.2979,0,-1.2662,tar,P2,NaN
-0.50705,0,-1.8709,tar,P2,NaN
-0.1151,0,-1.5223,tar,P2,NaN
0.41351,0,-1.0127,tar,P3,NaN
0.97214,0,-0.92728,tar,P3,NaN
0.23763,0,-1.2787,tar,P3,NaN
0.49709,0,-1.3121,tar,P3,NaN
0.98115,0,-1.6932,tar,P3,NaN
0.35954,0,-1.5074,tar,P3,NaN
0.71422,0,-1.251,tar,P3,NaN
0.889,0,-1.3588,tar,P3,NaN
0.82431,0,-1.5612,tar,P3,NaN
0.68354,0,-1.8024,tar,P3,NaN
0.19821,0,-0.87133,tar,P3,NaN
0.27207,0,-1.9154,tar,P3,NaN
0.17717,0,-1.7285,tar,P3,NaN
0.68763,0,-0.92673,tar,P3,NaN
0.45655,0,-1.7146,tar,P3,NaN
0.80312,0,-0.62904,tar,P3,NaN
0.5175,0,-0.31302,tar,P3,NaN
0.71467,0,-0.035882,tar,P3,NaN
0.26749,0,-0.5899,tar,P3,NaN
0.51301,0,0.033055,tar,P3,NaN
1.0156,0,-0.66146,tar,P3,NaN
0.29155,0,0.36148,tar,P3,NaN
0.50797,0,0.44266,tar,P3,NaN
0.77328,0,0.22407,tar,P3,NaN
0.60105,0,-0.65598,tar,P3,NaN
0.31934,0,0.13849,tar,P3,NaN
0.15677,0,0.00058554,tar,P3,NaN
0.9851,0,-0.22109,tar,P3,NaN
0.15515,0,-0.30544,tar,P3,NaN
0.071812,0,-0.54013,tar,P3,NaN
0.68821,0,1.2601,tar,P3,NaN
0.46813,0,1.2975,tar,P3,NaN
0.52857,0,0.91201,tar,P3,NaN
0.24732,0,0.7111,tar,P3,NaN
0.74137,0,0.88745,tar,P3,NaN
0.93337,0,1.3696,tar,P3,NaN
0.95488,0,1.6501,tar,P3,NaN
0.136,0,1.4058,tar,P3,NaN
0.71052,0,0.62471,tar,P3,NaN
0.20689,0,1.1192,tar,P3,NaN
0.47434,0,1.6082,tar,P3,NaN
0.9949,0,0.79079,tar,P3,NaN
0.14108,0,0.91546,tar,P3,NaN
0.68564,0,1.6435,tar,P3,NaN
0.99299,0,1.0018,tar,P3,NaN
-0.21425,0,0.95607,tar,P3,NaN
-0.14979,0,0.73578,tar,P3,NaN
-0.72369,0,1.1286,tar,P3,NaN
-0.37351,0,1.1151,tar,P3,NaN
-0.54025,0,1.5134,tar,P3,NaN
-0.95676,0,1.0717,tar,P3,NaN
-0.67263,0,0.90081,tar,P3,NaN
