X,Y,Z,Prefab,Rotation,Projector,ID,Filler
-0.41651,0,0.79592,C10,76,P3,1001,NaN
-0.17564,0,1.2036,C10,110,P3,1002,NaN
-0.414060000000001,0,1.3885,C10,148,P3,1003,NaN
-0.483980000000001,0,1.1798,C10,149,P3,1004,NaN
-0.71806,0,0.93613,C10,47,P3,1005,NaN
-0.145830000000001,0,1.7153,C10,228,P3,1006,NaN
-0.816430000000001,0,1.2043,O,203,P3,3001,NaN
-0.922,0,1.3121,O,100,P3,3002,NaN
-0.133469999999999,0,1.4405,O,88,P3,3003,NaN
-0.80615,0,0.71149,O,46,P3,3004,NaN
-0.5843,0,0.65681,O,83,P3,3005,NaN
-1.0091,0,0.642289999999999,O,254,P3,3006,NaN
-0.88155,0,-0.124880000000001,C10,107,P3,1007,NaN
-0.96398,0,-0.54818,C10,171,P3,1008,NaN
-0.49908,0,-0.58462,C10,332,P3,1009,NaN
-0.23394,0,0.046786,C10,269,P3,1010,NaN
-0.63357,0,-0.46388,C10,353,P3,1011,NaN
-0.7211,0,0.17753,C10,61,P3,1012,NaN
-0.54089,0,0.099866,O,127,P3,3007,NaN
-0.35749,0,-0.16002,O,161,P3,3008,NaN
-0.72738,0,-0.0813230000000003,O,227,P3,3009,NaN
-0.30855,0,0.22494,O,71,P3,3010,NaN
-0.75032,0,0.35283,O,209,P3,3011,NaN
-0.17034,0,-0.37344,O,218,P3,3012,NaN
-0.88277,0,-1.3835,C10,228,P3,1013,NaN
-0.43264,0,-1.7469,C10,6,P3,1014,NaN
-0.19029,0,-1.1034,C10,354,P3,1015,NaN
-0.60293,0,-1.5755,C10,341,P3,1016,NaN
-0.46939,0,-0.80654,C10,108,P3,1017,NaN
-0.63602,0,-1.7316,C10,11,P3,1018,NaN
-0.63958,0,-0.95698,O,61,P3,3013,NaN
-0.32477,0,-1.0344,O,355,P3,3014,NaN
-0.53153,0,-1.9153,O,300,P3,3015,NaN
-0.98733,0,-1.7179,O,274,P3,3016,NaN
-0.12965,0,-1.525,O,171,P3,3017,NaN
-0.36799,0,-1.5794,O,276,P3,3018,NaN
0.95682,0,-1.1838,C10,105,P3,1019,NaN
0.44557,0,-1.3823,C10,359,P3,1020,NaN
1.0299,0,-1.6158,C10,296,P3,1021,NaN
0.58524,0,-0.98816,C10,42,P3,1022,NaN
0.11602,0,-1.2044,C10,183,P3,1023,NaN
0.11025,0,-1.8466,C10,203,P3,1024,NaN
0.87669,0,-1.0296,O,152,P3,3019,NaN
0.73642,0,-1.5836,O,147,P3,3020,NaN
0.70659,0,-1.2405,O,120,P3,3021,NaN
0.72498,0,-1.4151,O,149,P3,3022,NaN
0.33538,0,-1.9148,O,65,P3,3023,NaN
0.62009,0,-1.8966,O,100,P3,3024,NaN
0.16858,0,-0.56505,C10,70,P3,1025,NaN
0.98396,0,-0.47747,C10,252,P3,1026,NaN
0.74608,0,0.0584500000000001,C10,343,P3,1027,NaN
0.89926,0,-0.2454,C10,104,P3,1028,NaN
0.19981,0,0.0418240000000001,C10,181,P3,1029,NaN
1.0017,0,0.18119,C10,21,P3,1030,NaN
0.44906,0,-0.66238,O,336,P3,3025,NaN
0.60933,0,0.18804,O,202,P3,3026,NaN
0.49433,0,-0.36472,O,340,P3,3027,NaN
0.4506,0,-0.03057,O,123,P3,3028,NaN
0.25357,0,0.2592,O,43,P3,3029,NaN
0.81848,0,-0.5521,O,87,P3,3030,NaN
0.62415,0,1.2968,C10,157,P3,1031,NaN
0.86006,0,0.62776,C10,298,P3,1032,NaN
0.50079,0,0.72956,C10,89,P3,1033,NaN
0.16615,0,1.361,C10,135,P3,1034,NaN
0.58563,0,1.1126,C10,336,P3,1035,NaN
0.68361,0,0.81322,C10,8,P3,1036,NaN
0.37708,0,0.85618,O,55,P3,3031,NaN
0.99014,0,0.74848,O,349,P3,3032,NaN
0.76765,0,1.0314,O,246,P3,3033,NaN
0.0952579999999998,0,0.76408,O,262,P3,3034,NaN
0.17341,0,1.0208,O,329,P3,3035,NaN
0.96866,0,1.1799,O,186,P3,3036,NaN
-0.98225,0,1.1407,C10,91,P2,1037,NaN
-0.64869,0,1.3274,C10,203,P2,1038,NaN
-0.28625,0,1.1939,C10,336,P2,1039,NaN
-0.27453,0,0.98187,C10,16,P2,1040,NaN
