X,Y,Z,Prefab,Projector,Filler,
0.78762,0,-0.75207,tar,P1,NaN,
0.96442,0,-0.97139,tar,P1,NaN,
0.49631,0,-1.2804,tar,P1,NaN,
0.83501,0,-1.4782,tar,P1,NaN,
0.16079,0,-1.5777,tar,P1,NaN,
0.2419,0,-0.75853,tar,P1,NaN,
0.75305,0,-1.1549,tar,P1,NaN,
0.51466,0,-0.90876,tar,P1,NaN,
0.12801,0,-1.2596,tar,P1,NaN,
0.56056,0,-1.5892,tar,P1,NaN,
1.0192,0,-1.6994,tar,P1,NaN,
0.33804,0,-1.0304,tar,P1,NaN,
0.080475,0,-1.0375,tar,P1,NaN,
0.45927,0,-0.69457,tar,P1,NaN,
0.45461,0,0.25727,tar,P1,NaN,
0.90171,0,-0.26072,tar,P1,NaN,
0.55873,0,0.53824,tar,P1,NaN,
0.87881,0,0.066582,tar,P1,NaN,
0.50333,0,-0.43434,tar,P1,NaN,
0.11505,0,0.0086824,tar,P1,NaN,
0.9947,0,0.57964,tar,P1,NaN,
0.42744,0,-0.19658,tar,P1,NaN,
0.2504,0,0.58579,tar,P1,NaN,
0.16965,0,0.33917,tar,P1,NaN,
0.76772,0,0.25479,tar,P1,NaN,
0.80601,0,0.47123,tar,P1,NaN,
0.61994,0,0.057186,tar,P1,NaN,
0.36382,0,0.038972,tar,P1,NaN,
0.33147,0,1.3022,tar,P1,NaN,
0.98852,0,1.0659,tar,P1,NaN,
0.91683,0,1.7431,tar,P1,NaN,
0.94147,0,0.8674,tar,P1,NaN,
0.080609,0,1.775,tar,P1,NaN,
0.55279,0,0.87755,tar,P1,NaN,
0.42094,0,1.8901,tar,P1,NaN,
0.90606,0,1.2866,tar,P1,NaN,
0.216,0,1.4925,tar,P1,NaN,
0.71909,0,1.0389,tar,P1,NaN,
0.32988,0,0.89787,tar,P1,NaN,
0.71995,0,1.808,tar,P1,NaN,
0.55177,0,1.466,tar,P1,NaN,
0.16924,0,1.1471,tar,P1,NaN,
-0.098733,0,0.8569,tar,P1,NaN,
-0.40033,0,0.90305,tar,P1,NaN,
-0.49386,0,1.2145,tar,P1,NaN,
-0.2658,0,1.7534,tar,P1,NaN,
-0.4816,0,1.6114,tar,P1,NaN,
-0.1879,0,1.2307,tar,P1,NaN,
-0.96509,0,1.6376,tar,P1,NaN,
-0.78268,0,1.4591,tar,P1,NaN,
-0.17056,0,1.5632,tar,P1,NaN,
-0.72823,0,1.2262,tar,P1,NaN,
-0.78852,0,0.94559,tar,P1,NaN,
-0.40876,0,1.9026,tar,P1,NaN,
-0.78932,0,1.8963,tar,P1,NaN,
-0.97107,0,1.1175,tar,P1,NaN,
-0.66659,0,0.22697,tar,P1,NaN,
-0.98131,0,0.45892,tar,P1,NaN,
-0.36117,0,0.47865,tar,P1,NaN,
-0.35395,0,-0.18397,tar,P1,NaN,
-0.18368,0,0.15261,tar,P1,NaN,
-0.19593,0,-0.31149,tar,P1,NaN,
-0.67482,0,0.64148,tar,P1,NaN,
-0.56549,0,-0.24406,tar,P1,NaN,
-0.87679,0,0.030262,tar,P1,NaN,
-0.15125,0,0.60959,tar,P1,NaN,
-0.54101,0,-0.44722,tar,P1,NaN,
-0.81468,0,-0.20725,tar,P1,NaN,
-0.58293,0,-0.0069779,tar,P1,NaN,
-0.77563,0,0.45615,tar,P1,NaN,
-0.73102,0,-0.82314,tar,P1,NaN,
-0.15327,0,-0.91759,tar,P1,NaN,
-0.94659,0,-0.93079,tar,P1,NaN,
-0.28487,0,-1.1512,tar,P1,NaN,
-0.97381,0,-1.1563,tar,P1,NaN,
-0.38269,0,-1.7218,tar,P1,NaN,
-0.78023,0,-1.2877,tar,P1,NaN,
-0.42074,0,-1.4887,tar,P1,NaN,
-0.56879,0,-1.2233,tar,P1,NaN,
-1.0179,0,-0.72424,tar,P1,NaN,
-0.64404,0,-0.61067,tar,P1,NaN,
-0.56019,0,-0.97219,tar,P1,NaN,
-0.38011,0,-0.78668,tar,P1,NaN,
-0.11645,0,-0.6491,tar,P1,NaN,
0.71354,0,-1.5882,tar,P2,NaN,
0.47511,0,-1.1594,tar,P2,NaN,
0.10777,0,-1.1489,tar,P2,NaN,
0.38507,0,-1.3627,tar,P2,NaN,
0.89138,0,-0.9549,tar,P2,NaN,
0.35411,0,-0.80892,tar,P2,NaN,
0.13265,0,-1.702,tar,P2,NaN,
1.0158,0,-1.4208,tar,P2,NaN,
0.74494,0,-1.8209,tar,P2,NaN,
0.3115,0,-1.8515,tar,P2,NaN,
0.69203,0,-0.9808,tar,P2,NaN,
0.98683,0,-0.73772,tar,P2,NaN,
0.13698,0,-1.4483,tar,P2,NaN,
0.67605,0,-1.2625,tar,P2,NaN,
0.66874,0,0.40214,tar,P2,NaN,
0.35776,0,-0.49216,tar,P2,NaN,
0.67278,0,0.10513,tar,P2,NaN,
0.30747,0,0.30135,tar,P2,NaN,
0.14607,0,-0.46886,tar,P2,NaN,
0.41477,0,0.068714,tar,P2,NaN,
0.9538,0,-0.5727,tar,P2,NaN,
0.64207,0,-0.35832,tar,P2,NaN,
0.92863,0,0.42032,tar,P2,NaN,
0.84079,0,-0.2792,tar,P2,NaN,
0.20727,0,-0.18063,tar,P2,NaN,
0.16865,0,0.48475,tar,P2,NaN,
0.96522,0,0.20238,tar,P2,NaN,
0.10059,0,0.17472,tar,P2,NaN,
0.1802,0,1.8511,tar,P2,NaN,
0.76037,0,0.88517,tar,P2,NaN,
0.72081,0,1.1004,tar,P2,NaN,
0.31087,0,0.86241,tar,P2,NaN,
0.078528,0,1.3814,tar,P2,NaN,
0.35228,0,1.2634,tar,P2,NaN,
0.85653,0,1.2824,tar,P2,NaN,
0.25639,0,1.4852,tar,P2,NaN,
0.98578,0,1.8323,tar,P2,NaN,
0.43583,0,1.772,tar,P2,NaN,
0.71262,0,1.6855,tar,P2,NaN,
0.47456,0,0.74056,tar,P2,NaN,
0.99968,0,1.4622,tar,P2,NaN,
0.96465,0,0.86982,tar,P2,NaN,
-0.12367,0,1.0459,tar,P2,NaN,
-0.38282,0,1.5138,tar,P2,NaN,
-0.73876,0,1.3679,tar,P2,NaN,
-0.27683,0,1.7051,tar,P2,NaN,
-0.090881,0,1.8459,tar,P2,NaN,
-1.0157,0,1.4198,tar,P2,NaN,
-0.73235,0,1.018,tar,P2,NaN,
-0.33634,0,0.98366,tar,P2,NaN,
-0.1376,0,1.473,tar,P2,NaN,
-0.82796,0,0.77742,tar,P2,NaN,
-0.92359,0,1.7225,tar,P2,NaN,
-0.64248,0,1.8394,tar,P2,NaN,
-0.27313,0,1.1983,tar,P2,NaN,
-0.44232,0,1.8251,tar,P2,NaN,
-0.36138,0,-0.27432,tar,P2,NaN,
-0.42618,0,0.030646,tar,P2,NaN,
-0.2564,0,-0.52759,tar,P2,NaN,
-0.87159,0,-0.12244,tar,P2,NaN,
-0.17335,0,0.46086,tar,P2,NaN,
-0.45687,0,0.40028,tar,P2,NaN,
-0.99479,0,0.19581,tar,P2,NaN,
-0.076641,0,-0.21082,tar,P2,NaN,
-0.76836,0,-0.5483,tar,P2,NaN,
-0.67511,0,0.0027111,tar,P2,NaN,
-0.65907,0,-0.32255,tar,P2,NaN,
-0.9591,0,0.42092,tar,P2,NaN,
-0.27793,0,0.2239,tar,P2,NaN,
-0.6309,0,0.2287,tar,P2,NaN,
-0.73231,0,-1.7191,tar,P2,NaN,
-0.82605,0,-1.0537,tar,P2,NaN,
-0.4052,0,-1.8555,tar,P2,NaN,
-0.34031,0,-1.1441,tar,P2,NaN,
-0.40172,0,-1.5587,tar,P2,NaN,
-0.072233,0,-0.8257,tar,P2,NaN,
-0.77473,0,-1.3942,tar,P2,NaN,
-0.16294,0,-1.0132,tar,P2,NaN,
-0.57137,0,-1.3279,tar,P2,NaN,
-0.37127,0,-0.80921,tar,P2,NaN,
-0.61345,0,-1.5478,tar,P2,NaN,
-0.94478,0,-0.8189,tar,P2,NaN,
-0.97959,0,-1.4483,tar,P2,NaN,
-0.19542,0,-1.7114,tar,P2,NaN,
0.75794,0,-1.2475,tar,P3,NaN,
0.17966,0,-0.91321,tar,P3,NaN,
0.88057,0,-1.4334,tar,P3,NaN,
1.0106,0,-1.8406,tar,P3,NaN,
0.99785,0,-1.1126,tar,P3,NaN,
