X,Y,Z,Prefab,Projector,Filler
0.80306,0,-1.0242,tar,P1,NaN
1.0228,0,-1.616,tar,P1,NaN
0.17405,0,-1.6227,tar,P1,NaN
0.45449,0,-1.3172,tar,P1,NaN
0.422,0,-0.73654,tar,P1,NaN
0.99351,0,-0.6517,tar,P1,NaN
0.18133,0,0.24322,tar,P1,NaN
0.71108,0,0.57499,tar,P1,NaN
1.0167,0,-0.19221,tar,P1,NaN
0.32592,0,-0.10861,tar,P1,NaN
0.82766,0,0.20343,tar,P1,NaN
0.53882,0,-0.45624,tar,P1,NaN
1.0219,0,1.5708,tar,P1,NaN
0.30425,0,1.6496,tar,P1,NaN
0.31683,0,1.2196,tar,P1,NaN
0.71698,0,1.293,tar,P1,NaN
0.66581,0,1.7383,tar,P1,NaN
0.64998,0,0.82048,tar,P1,NaN
-1.0047,0,1.8588,tar,P1,NaN
-0.65436,0,1.5382,tar,P1,NaN
-1.0116,0,1.1406,tar,P1,NaN
-0.68173,0,0.99863,tar,P1,NaN
-0.20322,0,1.6543,tar,P1,NaN
-0.099496,0,1.021,tar,P1,NaN
-0.91692,0,-0.12575,tar,P1,NaN
-0.82891,0,0.35451,tar,P1,NaN
-0.11603,0,0.55063,tar,P1,NaN
-0.2242,0,-0.11467,tar,P1,NaN
-0.43659,0,0.36938,tar,P1,NaN
-0.4447,0,-0.41428,tar,P1,NaN
-0.80791,0,-1.3157,tar,P1,NaN
-0.29477,0,-1.0639,tar,P1,NaN
-0.65564,0,-0.72371,tar,P1,NaN
-0.16942,0,-1.5345,tar,P1,NaN
-0.53546,0,-1.7085,tar,P1,NaN
-0.10466,0,-0.61972,tar,P1,NaN
0.71302,0,-0.93611,tar,P2,NaN
0.95855,0,-1.3464,tar,P2,NaN
0.68808,0,-1.6625,tar,P2,NaN
0.28717,0,-1.0081,tar,P2,NaN
0.25227,0,-1.8199,tar,P2,NaN
0.32522,0,-1.3636,tar,P2,NaN
0.11754,0,0.47684,tar,P2,NaN
0.97326,0,-0.44109,tar,P2,NaN
0.55646,0,0.39495,tar,P2,NaN
0.91681,0,-0.088907,tar,P2,NaN
0.5452,0,-0.55383,tar,P2,NaN
0.35195,0,-0.086599,tar,P2,NaN
0.1775,0,0.73611,tar,P2,NaN
0.90772,0,0.82365,tar,P2,NaN
0.30718,0,1.7402,tar,P2,NaN
0.57517,0,1.3466,tar,P2,NaN
0.65067,0,1.8769,tar,P2,NaN
0.96333,0,1.3065,tar,P2,NaN
-0.64234,0,1.8247,tar,P2,NaN
-0.92268,0,1.3902,tar,P2,NaN
-0.1345,0,1.3154,tar,P2,NaN
-0.72935,0,0.78188,tar,P2,NaN
-0.3568,0,0.73382,tar,P2,NaN
-0.084867,0,1.7995,tar,P2,NaN
-0.32101,0,-0.22691,tar,P2,NaN
-0.60261,0,0.011135,tar,P2,NaN
-0.35999,0,0.27986,tar,P2,NaN
-0.76032,0,0.4212,tar,P2,NaN
-0.70721,0,-0.5785,tar,P2,NaN
-1.001,0,-0.062998,tar,P2,NaN
-0.54273,0,-1.2145,tar,P2,NaN
-0.92199,0,-1.2008,tar,P2,NaN
-0.75495,0,-1.7794,tar,P2,NaN
-0.087014,0,-1.5955,tar,P2,NaN
-0.15071,0,-1.0433,tar,P2,NaN
-0.37005,0,-1.8521,tar,P2,NaN
0.62703,0,-1.289,tar,P3,NaN
0.37546,0,-1.5761,tar,P3,NaN
0.98747,0,-1.5381,tar,P3,NaN
0.97966,0,-0.9911,tar,P3,NaN
0.086741,0,-1.2456,tar,P3,NaN
0.50474,0,-0.81071,tar,P3,NaN
0.30912,0,-0.08273,tar,P3,NaN
0.13942,0,-0.42161,tar,P3,NaN
0.92737,0,0.20461,tar,P3,NaN
0.85898,0,-0.57471,tar,P3,NaN
0.59937,0,-0.32887,tar,P3,NaN
0.45684,0,0.24372,tar,P3,NaN
0.97633,0,0.98262,tar,P3,NaN
0.33893,0,0.78692,tar,P3,NaN
0.5071,0,1.4504,tar,P3,NaN
0.17232,0,1.6802,tar,P3,NaN
1.0058,0,1.6282,tar,P3,NaN
0.26241,0,1.1868,tar,P3,NaN
-0.21481,0,1.4392,tar,P3,NaN
-0.33226,0,0.90433,tar,P3,NaN
-0.84799,0,1.5844,tar,P3,NaN
-1.0285,0,1.0679,tar,P3,NaN
-0.77509,0,0.79141,tar,P3,NaN
-0.66162,0,1.2255,tar,P3,NaN
-0.57406,0,0.095502,tar,P3,NaN
-0.32228,0,-0.40385,tar,P3,NaN
-0.3008,0,0.38832,tar,P3,NaN
-1.0003,0,-0.071872,tar,P3,NaN
-0.62825,0,-0.62197,tar,P3,NaN
-1.0085,0,-0.44052,tar,P3,NaN
-0.93983,0,-1.5305,tar,P3,NaN
-0.62078,0,-1.2331,tar,P3,NaN
-0.22692,0,-0.80786,tar,P3,NaN
-0.34698,0,-1.6494,tar,P3,NaN
-0.25253,0,-1.1909,tar,P3,NaN
-0.89306,0,-0.81294,tar,P3,NaN
