X,Y,Z,Prefab,Projector,Filler
0.75923,0,-1.084,tar,P1,NaN
0.27993,0,-1.0892,tar,P1,NaN
0.92437,0,-1.6399,tar,P1,NaN
0.29014,0,-1.6907,tar,P1,NaN
0.19586,0,-0.68454,tar,P1,NaN
0.9184,0,-0.70546,tar,P1,NaN
0.15118,0,0.39439,tar,P1,NaN
0.90946,0,-0.34211,tar,P1,NaN
0.46786,0,-0.16653,tar,P1,NaN
0.79934,0,0.56974,tar,P1,NaN
0.83053,0,0.004607,tar,P1,NaN
0.14764,0,-0.45228,tar,P1,NaN
0.76565,0,1.3065,tar,P1,NaN
0.65091,0,1.8295,tar,P1,NaN
0.23106,0,1.1614,tar,P1,NaN
0.1193,0,1.9112,tar,P1,NaN
0.62582,0,0.94468,tar,P1,NaN
0.14441,0,1.5293,tar,P1,NaN
-0.88447,0,0.8001,tar,P1,NaN
-0.18155,0,1.6265,tar,P1,NaN
-0.61549,0,1.3286,tar,P1,NaN
-0.97732,0,1.7372,tar,P1,NaN
-0.32826,0,0.87992,tar,P1,NaN
-1.0229,0,1.1877,tar,P1,NaN
-0.20246,0,0.44321,tar,P1,NaN
-0.47899,0,-0.26303,tar,P1,NaN
-0.95898,0,-0.27708,tar,P1,NaN
-0.86588,0,0.36085,tar,P1,NaN
-0.52124,0,0.15564,tar,P1,NaN
-0.1215,0,-0.27952,tar,P1,NaN
-0.95205,0,-1.5042,tar,P1,NaN
-0.096109,0,-1.5727,tar,P1,NaN
-0.48452,0,-1.7127,tar,P1,NaN
-0.36751,0,-1.2616,tar,P1,NaN
-0.16831,0,-0.81394,tar,P1,NaN
-0.70627,0,-0.79868,tar,P1,NaN
0.29586,0,-0.83004,tar,P2,NaN
0.49469,0,-1.4516,tar,P2,NaN
0.95856,0,-0.9335,tar,P2,NaN
0.99732,0,-1.8211,tar,P2,NaN
0.16903,0,-1.3057,tar,P2,NaN
1.0061,0,-1.3381,tar,P2,NaN
0.37063,0,0.18356,tar,P2,NaN
0.69229,0,0.40613,tar,P2,NaN
0.68654,0,-0.045443,tar,P2,NaN
0.22286,0,0.54944,tar,P2,NaN
0.41439,0,-0.51406,tar,P2,NaN
0.095085,0,-0.17127,tar,P2,NaN
0.23294,0,0.95424,tar,P2,NaN
0.80882,0,1.2342,tar,P2,NaN
0.22756,0,1.6186,tar,P2,NaN
0.59528,0,1.7947,tar,P2,NaN
0.86167,0,0.72507,tar,P2,NaN
0.9509,0,1.8387,tar,P2,NaN
-0.69368,0,1.7233,tar,P2,NaN
-0.64841,0,1.0675,tar,P2,NaN
-1.0244,0,1.2517,tar,P2,NaN
-0.29684,0,1.8129,tar,P2,NaN
-0.22232,0,1.455,tar,P2,NaN
-0.27874,0,0.97705,tar,P2,NaN
-0.17238,0,0.19469,tar,P2,NaN
-0.98399,0,-0.10636,tar,P2,NaN
-0.22674,0,-0.29402,tar,P2,NaN
-0.67141,0,-0.40154,tar,P2,NaN
-0.79325,0,0.45486,tar,P2,NaN
-0.13976,0,0.5657,tar,P2,NaN
-0.21113,0,-1.0638,tar,P2,NaN
-0.61573,0,-1.1086,tar,P2,NaN
-0.72252,0,-1.862,tar,P2,NaN
-0.45992,0,-1.5953,tar,P2,NaN
-0.1295,0,-1.8754,tar,P2,NaN
-0.96402,0,-0.9266,tar,P2,NaN
0.69,0,-1.4293,tar,P3,NaN
0.080293,0,-0.98235,tar,P3,NaN
0.28852,0,-1.8964,tar,P3,NaN
0.89647,0,-0.8098,tar,P3,NaN
0.23653,0,-1.3213,tar,P3,NaN
0.66155,0,-1.7842,tar,P3,NaN
0.75925,0,-0.59313,tar,P3,NaN
0.25302,0,-0.55495,tar,P3,NaN
0.91731,0,0.077491,tar,P3,NaN
0.73398,0,0.3964,tar,P3,NaN
0.21026,0,-0.066877,tar,P3,NaN
0.53549,0,-0.24681,tar,P3,NaN
0.45013,0,0.73159,tar,P3,NaN
1.0096,0,1.4618,tar,P3,NaN
0.25477,0,1.2393,tar,P3,NaN
0.98942,0,0.96739,tar,P3,NaN
0.46967,0,1.6563,tar,P3,NaN
0.63164,0,1.0668,tar,P3,NaN
-0.58321,0,1.6103,tar,P3,NaN
-0.33275,0,1.2242,tar,P3,NaN
-0.64888,0,0.75725,tar,P3,NaN
-0.9557,0,1.4248,tar,P3,NaN
-0.23878,0,0.69114,tar,P3,NaN
-1.0225,0,0.78845,tar,P3,NaN
-0.80906,0,-0.49167,tar,P3,NaN
-1.0189,0,-0.00080091,tar,P3,NaN
-0.26524,0,0.1619,tar,P3,NaN
-0.28698,0,-0.58199,tar,P3,NaN
-0.51879,0,0.43725,tar,P3,NaN
-0.47821,0,-0.20089,tar,P3,NaN
-0.39674,0,-1.0597,tar,P3,NaN
-0.7523,0,-1.7047,tar,P3,NaN
-0.88559,0,-1.2726,tar,P3,NaN
-0.76474,0,-0.86786,tar,P3,NaN
-0.29191,0,-1.4196,tar,P3,NaN
-0.084054,0,-1.8069,tar,P3,NaN
