X,Y,Z,Prefab,Projector,Filler
-0.77479,0,0.81802,tar,P3,NaN
-0.45577,0,1.1688,tar,P3,NaN
-0.2436,0,0.75171,tar,P3,NaN
-0.52039,0,0.94991,tar,P3,NaN
-1.0131,0,0.72318,tar,P3,NaN
-0.86178,0,0.42659,tar,P3,NaN
-0.50035,0,-0.27939,tar,P3,NaN
-0.836,0,-0.18301,tar,P3,NaN
-0.44383,0,0.39594,tar,P3,NaN
-0.70751,0,-0.0101840000000003,tar,P3,NaN
-0.91989,0,-1.5114,tar,P3,NaN
-0.66073,0,-1.4856,tar,P3,NaN
-0.80619,0,-1.7847,tar,P3,NaN
-0.181,0,-1.6416,tar,P3,NaN
-0.18161,0,-1.0268,tar,P3,NaN
0.663690000000001,0,-1.7445,tar,P3,NaN
0.95907,0,-1.3083,tar,P3,NaN
0.10733,0,-0.82534,tar,P3,NaN
0.95747,0,-1.0636,tar,P3,NaN
0.94905,0,-1.5543,tar,P3,NaN
0.36264,0,0.393,tar,P3,NaN
0.87942,0,0.46068,tar,P3,NaN
0.72738,0,0.15386,tar,P3,NaN
0.48108,0,-0.341,tar,P3,NaN
0.47576,0,-0.11711,tar,P3,NaN
0.691849999999999,0,1.7174,tar,P3,NaN
0.94162,0,1.1096,tar,P3,NaN
0.4629,0,1.4164,tar,P3,NaN
1.0005,0,1.7178,tar,P3,NaN
0.87111,0,1.2988,tar,P3,NaN
-0.21988,0,1.3034,tar,P2,NaN
-0.266500000000001,0,1.0705,tar,P2,NaN
-0.812,0,1.1893,tar,P2,NaN
-0.99632,0,0.74547,tar,P2,NaN
-0.86367,0,1.6364,tar,P2,NaN
-0.52648,0,0.34056,tar,P2,NaN
-0.0989159999999999,0,-0.49642,tar,P2,NaN
-0.43117,0,-0.25524,tar,P2,NaN
-0.89076,0,-0.423320000000001,tar,P2,NaN
-0.11168,0,-0.055795,tar,P2,NaN
-0.86226,0,-1.339,tar,P2,NaN
-0.28047,0,-1.3769,tar,P2,NaN
-0.13244,0,-1.0951,tar,P2,NaN
-0.52359,0,-1.0223,tar,P2,NaN
-0.13062,0,-0.83001,tar,P2,NaN
0.96429,0,-1.6671,tar,P2,NaN
0.27393,0,-1.0653,tar,P2,NaN
0.15623,0,-1.2494,tar,P2,NaN
0.61795,0,-1.3588,tar,P2,NaN
0.969240000000001,0,-1.1829,tar,P2,NaN
0.33887,0,-0.25078,tar,P2,NaN
1.0205,0,0.27792,tar,P2,NaN
0.16969,0,0.17388,tar,P2,NaN
0.74777,0,-0.28215,tar,P2,NaN
0.6105,0,0.49208,tar,P2,NaN
0.80238,0,1.5649,tar,P2,NaN
0.57801,0,1.71,tar,P2,NaN
0.65426,0,1.0348,tar,P2,NaN
0.69168,0,0.83076,tar,P2,NaN
0.193,0,1.695,tar,P2,NaN
-0.32918,0,1.5782,tar,P1,NaN
-0.63066,0,1.5771,tar,P1,NaN
-0.82904,0,1.3166,tar,P1,NaN
-0.599859999999999,0,1.1882,tar,P1,NaN
-0.47824,0,0.96486,tar,P1,NaN
-0.80752,0,0.0162249999999998,tar,P1,NaN
-1.0149,0,0.0555070000000003,tar,P1,NaN
-0.35896,0,0.54411,tar,P1,NaN
-0.52381,0,0.23528,tar,P1,NaN
-0.090887,0,0.40757,tar,P1,NaN
-0.8225,0,-0.61442,tar,P1,NaN
-0.65467,0,-0.81838,tar,P1,NaN
-0.74846,0,-1.1858,tar,P1,NaN
-0.95802,0,-1.0052,tar,P1,NaN
-0.59965,0,-1.6116,tar,P1,NaN
0.85814,0,-1.1837,tar,P1,NaN
0.33116,0,-1.2826,tar,P1,NaN
0.57561,0,-1.5833,tar,P1,NaN
0.85619,0,-1.444,tar,P1,NaN
0.9059,0,-0.62102,tar,P1,NaN
0.26516,0,-0.30542,tar,P1,NaN
0.86563,0,0.45177,tar,P1,NaN
0.6461,0,-0.0976899999999998,tar,P1,NaN
0.57281,0,-0.3904,tar,P1,NaN
0.84758,0,0.21008,tar,P1,NaN
0.60666,0,1.5435,tar,P1,NaN
0.088875,0,1.7676,tar,P1,NaN
0.25831,0,1.428,tar,P1,NaN
0.80773,0,1.0023,tar,P1,NaN
0.7825,0,1.2009,tar,P1,NaN
