X,Y,Z,Prefab,Projector,Filler
0.58098,0,-1.576,tar,P1,NaN
0.42327,0,-1.0317,tar,P1,NaN
0.98084,0,-1.4095,tar,P1,NaN
0.88084,0,0.42278,tar,P1,NaN
0.45171,0,0.60086,tar,P1,NaN
0.10225,0,-0.095026,tar,P1,NaN
0.20487,0,1.2949,tar,P1,NaN
0.4399,0,1.8102,tar,P1,NaN
0.50636,0,0.85733,tar,P1,NaN
-0.46611,0,1.1423,tar,P1,NaN
-0.98343,0,1.1058,tar,P1,NaN
-0.98752,0,1.8042,tar,P1,NaN
-1.012,0,-0.0094612,tar,P1,NaN
-0.43788,0,0.5334,tar,P1,NaN
-0.42299,0,-0.096338,tar,P1,NaN
-0.38848,0,-1.0732,tar,P1,NaN
-0.88874,0,-1.1865,tar,P1,NaN
-0.57588,0,-0.63452,tar,P1,NaN
0.31416,0,-0.9582,tar,P2,NaN
0.8184,0,-1.0109,tar,P2,NaN
0.64576,0,-1.4044,tar,P2,NaN
0.3206,0,-0.39444,tar,P2,NaN
0.83534,0,0.26574,tar,P2,NaN
0.36062,0,0.24447,tar,P2,NaN
0.64549,0,1.0777,tar,P2,NaN
0.74782,0,1.8641,tar,P2,NaN
0.22326,0,1.1526,tar,P2,NaN
-0.62395,0,1.4848,tar,P2,NaN
-0.8655,0,0.91461,tar,P2,NaN
-0.20193,0,1.1864,tar,P2,NaN
-0.46961,0,-0.3233,tar,P2,NaN
-0.87223,0,0.07367,tar,P2,NaN
-0.26305,0,0.060239,tar,P2,NaN
-0.55267,0,-1.5467,tar,P2,NaN
-0.59047,0,-1.0854,tar,P2,NaN
-0.10347,0,-1.672,tar,P2,NaN
0.86354,0,-0.85799,tar,P3,NaN
0.86114,0,-1.2722,tar,P3,NaN
0.69079,0,-1.8461,tar,P3,NaN
0.21269,0,0.15852,tar,P3,NaN
0.51144,0,-0.56361,tar,P3,NaN
1.0262,0,-0.26807,tar,P3,NaN
0.9646,0,0.73011,tar,P3,NaN
0.43216,0,0.89285,tar,P3,NaN
1.029,0,1.5149,tar,P3,NaN
-0.98534,0,1.0486,tar,P3,NaN
-0.42229,0,1.2769,tar,P3,NaN
-0.56168,0,0.61928,tar,P3,NaN
-0.41567,0,-0.50696,tar,P3,NaN
-0.41622,0,-0.045039,tar,P3,NaN
-0.81253,0,-0.42835,tar,P3,NaN
-0.32114,0,-1.5596,tar,P3,NaN
-0.15972,0,-1.1364,tar,P3,NaN
-0.75725,0,-0.84968,tar,P3,NaN
