X,Y,Z,Prefab,Rotation,Projector,ID,Filler
0.2383,0,-1.1009,C10,173,P1,1001,NaN
0.58612,0,-1.2214,C10,3,P1,1002,NaN
0.87075,0,-1.2029,C10,62,P1,1003,NaN
1.0034,0,-0.60131,C10,110,P1,1004,NaN
0.26196,0,-0.88308,C10,269,P1,1005,NaN
0.25106,0,-1.6821,C10,210,P1,1006,NaN
0.67314,0,-1.0727,O,253,P1,3001,NaN
0.31338,0,-0.7194,O,290,P1,3002,NaN
0.1904,0,-1.4006,O,307,P1,3003,NaN
0.82617,0,-1.3855,O,43,P1,3004,NaN
0.73219,0,-0.61264,O,237,P1,3005,NaN
0.16213,0,-0.63063,O,272,P1,3006,NaN
0.12611,0,0.54825,C10,253,P1,1007,NaN
0.6755,0,-0.32414,C10,218,P1,1008,NaN
0.37679,0,-0.046263,C10,14,P1,1009,NaN
0.35964,0,0.43295,C10,71,P1,1010,NaN
0.51349,0,0.221,C10,120,P1,1011,NaN
0.86912,0,-0.13354,C10,232,P1,1012,NaN
0.13769,0,0.17941,O,79,P1,3007,NaN
0.23404,0,-0.16313,O,28,P1,3008,NaN
0.77019,0,0.091407,O,354,P1,3009,NaN
0.80187,0,0.61233,O,75,P1,3010,NaN
0.97072,0,-0.37284,O,354,P1,3011,NaN
0.65283,0,0.63426,O,220,P1,3012,NaN
0.38742,0,1.8751,C10,90,P1,1013,NaN
0.070351,0,1.8118,C10,187,P1,1014,NaN
0.21158,0,1.3412,C10,257,P1,1015,NaN
0.23452,0,1.1517,C10,94,P1,1016,NaN
0.7013,0,1.4646,C10,42,P1,1017,NaN
0.12362,0,0.85011,C10,198,P1,1018,NaN
0.7754,0,1.8934,O,79,P1,3013,NaN
0.10198,0,1.6442,O,113,P1,3014,NaN
0.32085,0,0.92942,O,351,P1,3015,NaN
1.0032,0,1.8029,O,112,P1,3016,NaN
0.7593,0,1.6338,O,341,P1,3017,NaN
0.48658,0,1.0097,O,148,P1,3018,NaN
-0.40075,0,0.84834,C10,4,P1,1019,NaN
-0.20162,0,1.6765,C10,112,P1,1020,NaN
