X,Y,Z,Prefab,Projector,Filler
-0.330930000000001,0,0.94447,tar,P3,NaN
-0.702,0,0.87429,tar,P3,NaN
-0.58419,0,1.4035,tar,P3,NaN
-0.72033,0,1.6552,tar,P3,NaN
-0.51797,0,0.68383,tar,P3,NaN
-0.9507,0,1.3077,tar,P3,NaN
-0.96207,0,1.71,tar,P3,NaN
-0.176150000000001,0,0.75719,tar,P3,NaN
-0.5996,0,-0.33083,tar,P3,NaN
-0.37118,0,-0.12323,tar,P3,NaN
-0.37694,0,0.28125,tar,P3,NaN
-0.7999,0,-0.22138,tar,P3,NaN
-0.35878,0,-0.39804,tar,P3,NaN
-0.58673,0,0.0931529999999999,tar,P3,NaN
-0.65318,0,0.44106,tar,P3,NaN
-0.96856,0,-0.57285,tar,P3,NaN
-0.73972,0,-1.3472,tar,P3,NaN
-0.34382,0,-1.3787,tar,P3,NaN
-0.35123,0,-0.80764,tar,P3,NaN
-0.21889,0,-1.5475,tar,P3,NaN
-0.91252,0,-1.051,tar,P3,NaN
-0.67391,0,-1.6753,tar,P3,NaN
-0.70093,0,-0.87651,tar,P3,NaN
-0.97963,0,-1.3821,tar,P3,NaN
0.33043,0,-0.82048,tar,P3,NaN
0.37024,0,-1.2457,tar,P3,NaN
0.76641,0,-1.6283,tar,P3,NaN
0.87044,0,-1.8781,tar,P3,NaN
0.93707,0,-1.2233,tar,P3,NaN
0.2592,0,-1.8493,tar,P3,NaN
0.26708,0,-1.6192,tar,P3,NaN
0.68278,0,-1.4428,tar,P3,NaN
0.17908,0,0.28134,tar,P3,NaN
0.30176,0,-0.55265,tar,P3,NaN
0.55362,0,0.0556220000000002,tar,P3,NaN
0.75259,0,-0.27868,tar,P3,NaN
0.73419,0,0.30192,tar,P3,NaN
0.89604,0,0.0717810000000001,tar,P3,NaN
0.1859,0,-0.33824,tar,P3,NaN
1.0055,0,-0.27295,tar,P3,NaN
0.0903689999999998,0,1.4599,tar,P3,NaN
0.0881789999999998,0,0.66116,tar,P3,NaN
0.84255,0,1.6476,tar,P3,NaN
0.51441,0,1.2462,tar,P3,NaN
0.26989,0,1.1571,tar,P3,NaN
0.48337,0,0.92314,tar,P3,NaN
0.42942,0,1.5461,tar,P3,NaN
0.84994,0,0.90871,tar,P3,NaN
-0.520180000000001,0,1.2821,tar,P2,NaN
-0.27652,0,1.7012,tar,P2,NaN
-0.65189,0,1.1316,tar,P2,NaN
-0.90298,0,1.6685,tar,P2,NaN
-1.0056,0,1.2678,tar,P2,NaN
-0.637509999999999,0,1.8064,tar,P2,NaN
-0.5594,0,0.83628,tar,P2,NaN
-0.18595,0,1.2834,tar,P2,NaN
-0.95786,0,0.26902,tar,P2,NaN
-0.58765,0,-0.1037,tar,P2,NaN
-0.3154,0,-0.50723,tar,P2,NaN
-0.60483,0,-0.4778,tar,P2,NaN
-0.72695,0,-0.276870000000001,tar,P2,NaN
-0.14316,0,0.087534,tar,P2,NaN
-0.27948,0,-0.16819,tar,P2,NaN
-0.99173,0,-0.155,tar,P2,NaN
-1.0009,0,-1.5626,tar,P2,NaN
-0.57409,0,-1.6041,tar,P2,NaN
-0.68283,0,-1.2383,tar,P2,NaN
-0.49567,0,-1.0763,tar,P2,NaN
-0.22115,0,-1.3063,tar,P2,NaN
-0.1709,0,-1.0739,tar,P2,NaN
-0.52534,0,-0.83782,tar,P2,NaN
-0.79668,0,-1.7955,tar,P2,NaN
0.18466,0,-1.1057,tar,P2,NaN
0.77335,0,-1.3297,tar,P2,NaN
0.98679,0,-0.91513,tar,P2,NaN
0.22922,0,-0.846,tar,P2,NaN
0.27411,0,-1.6451,tar,P2,NaN
0.37099,0,-1.4353,tar,P2,NaN
0.44739,0,-0.85942,tar,P2,NaN
0.52149,0,-1.2882,tar,P2,NaN
0.31175,0,0.32263,tar,P2,NaN
0.83885,0,0.28054,tar,P2,NaN
1.0039,0,-0.43097,tar,P2,NaN
0.60953,0,0.53785,tar,P2,NaN
0.089789,0,0.5038,tar,P2,NaN
0.39993,0,-0.14952,tar,P2,NaN
0.57352,0,0.19963,tar,P2,NaN
0.83797,0,0.56116,tar,P2,NaN
0.96516,0,0.88415,tar,P2,NaN
0.23644,0,1.5195,tar,P2,NaN
0.15198,0,1.1702,tar,P2,NaN
0.5958,0,0.76849,tar,P2,NaN
1.0188,0,1.2011,tar,P2,NaN
0.63131,0,1.035,tar,P2,NaN
0.45759,0,1.7424,tar,P2,NaN
0.12812,0,1.8746,tar,P2,NaN
