X,Y,Z,Prefab,Rotation,Projector,ID,Filler
0.76642,0,-1.5657,C10,143,P1,1001,NaN
0.42914,0,-0.74102,C10,238,P1,1002,NaN
0.62297,0,-1.4796,C10,297,P1,1003,NaN
0.11176,0,-1.6941,O,225,P1,3001,NaN
0.30292,0,-0.83918,O,253,P1,3002,NaN
0.92746,0,-1.0378,O,177,P1,3003,NaN
0.21409,0,-0.60172,O,184,P1,3004,NaN
0.94481,0,-1.6951,O,281,P1,3005,NaN
0.78143,0,-0.65473,O,15,P1,3006,NaN
0.13753,0,-0.96595,O,325,P1,3007,NaN
0.96936,0,-1.3783,O,264,P1,3008,NaN
0.92521,0,-0.75809,O,222,P1,3009,NaN
0.22608,0,0.19975,C10,272,P1,1004,NaN
0.78766,0,-0.26477,C10,103,P1,1005,NaN
0.70166,0,0.60139,C10,75,P1,1006,NaN
0.64375,0,0.14935,O,235,P1,3010,NaN
0.6355,0,0.42485,O,335,P1,3011,NaN
1.026,0,-0.065557,O,290,P1,3012,NaN
0.81673,0,-0.43514,O,127,P1,3013,NaN
0.42951,0,-0.21154,O,98,P1,3014,NaN
0.10631,0,-0.11603,O,269,P1,3015,NaN
0.87243,0,0.21842,O,261,P1,3016,NaN
0.41892,0,0.19937,O,309,P1,3017,NaN
0.18187,0,-0.30549,O,331,P1,3018,NaN
0.59002,0,1.9019,C10,97,P1,1007,NaN
0.31585,0,0.89441,C10,248,P1,1008,NaN
0.89046,0,0.86912,C10,223,P1,1009,NaN
0.96186,0,1.8942,O,26,P1,3019,NaN
0.93555,0,1.2581,O,68,P1,3020,NaN
0.52089,0,1.3425,O,121,P1,3021,NaN
0.14954,0,0.98597,O,112,P1,3022,NaN
0.36854,0,1.5099,O,152,P1,3023,NaN
0.27263,0,1.3221,O,32,P1,3024,NaN
0.084532,0,1.2114,O,202,P1,3025,NaN
0.79421,0,1.1846,O,241,P1,3026,NaN
0.75202,0,1.7983,O,42,P1,3027,NaN
-0.59667,0,1.0745,C10,114,P1,1010,NaN
-0.43896,0,1.8456,C10,354,P1,1011,NaN
-0.42414,0,1.0878,C10,319,P1,1012,NaN
-0.64249,0,1.5802,O,9,P1,3028,NaN
-0.73521,0,1.0149,O,311,P1,3029,NaN
-0.42485,0,1.5773,O,89,P1,3030,NaN
-0.98831,0,1.0783,O,157,P1,3031,NaN
-0.86085,0,1.3954,O,49,P1,3032,NaN
-0.19357,0,1.3847,O,78,P1,3033,NaN
-0.87884,0,1.7592,O,279,P1,3034,NaN
-0.23707,0,1.0514,O,32,P1,3035,NaN
-0.14207,0,0.80842,O,145,P1,3036,NaN
-0.66314,0,0.56167,C10,213,P1,1013,NaN
-0.38455,0,0.32677,C10,71,P1,1014,NaN
-0.83707,0,-0.31924,C10,251,P1,1015,NaN
-0.17384,0,0.55358,O,214,P1,3037,NaN
-0.78981,0,-0.03773,O,168,P1,3038,NaN
-0.24306,0,-0.44084,O,87,P1,3039,NaN
-0.15694,0,0.12021,O,149,P1,3040,NaN
-0.1217,0,-0.32943,O,278,P1,3041,NaN
-0.93899,0,0.58085,O,13,P1,3042,NaN
-0.72675,0,0.25923,O,219,P1,3043,NaN
-0.87866,0,0.3614,O,29,P1,3044,NaN
-0.44539,0,0.62658,O,150,P1,3045,NaN
-0.84362,0,-0.71528,C10,355,P1,1016,NaN
-0.64408,0,-1.4714,C10,304,P1,1017,NaN
-0.22436,0,-0.8437,C10,19,P1,1018,NaN
-0.6437,0,-1.2619,O,262,P1,3046,NaN
-0.3751,0,-0.74818,O,42,P1,3047,NaN
-0.67697,0,-0.87623,O,175,P1,3048,NaN
-0.6619,0,-1.0424,O,313,P1,3049,NaN
-1.0159,0,-0.97372,O,7,P1,3050,NaN
-0.39048,0,-1.1516,O,295,P1,3051,NaN
-0.21448,0,-1.2394,O,283,P1,3052,NaN
-0.37216,0,-1.3081,O,70,P1,3053,NaN
-0.98426,0,-1.6113,O,329,P1,3054,NaN
1.0246,0,-1.579,C10,247,P2,1019,NaN
0.71928,0,-1.8263,C10,320,P2,1020,NaN
0.17876,0,-1.298,C10,257,P2,1021,NaN
0.75989,0,-1.3449,O,175,P2,3055,NaN
0.57774,0,-0.7657,O,300,P2,3056,NaN
1.02,0,-0.79492,O,33,P2,3057,NaN
0.41924,0,-1.3398,O,10,P2,3058,NaN
0.88044,0,-1.7752,O,121,P2,3059,NaN
0.19987,0,-1.5708,O,176,P2,3060,NaN
0.71703,0,-1.489,O,82,P2,3061,NaN
0.30937,0,-1.7468,O,200,P2,3062,NaN
0.85281,0,-0.87118,O,246,P2,3063,NaN
0.40248,0,-0.31036,C10,301,P2,1022,NaN
0.35926,0,0.53431,C10,323,P2,1023,NaN
0.78466,0,-0.40113,C10,158,P2,1024,NaN
0.61136,0,-0.57845,O,144,P2,3064,NaN
0.22491,0,-0.064805,O,159,P2,3065,NaN
0.59227,0,0.23602,O,112,P2,3066,NaN
0.62938,0,-0.29624,O,161,P2,3067,NaN
0.89791,0,-0.53363,O,348,P2,3068,NaN
0.67487,0,0.10837,O,167,P2,3069,NaN
0.77705,0,0.3264,O,179,P2,3070,NaN
0.65183,0,0.47781,O,8,P2,3071,NaN
0.95308,0,0.22039,O,70,P2,3072,NaN
0.38577,0,1.8447,C10,324,P2,1025,NaN
0.84427,0,0.82999,C10,141,P2,1026,NaN
0.23632,0,1.512,C10,37,P2,1027,NaN
0.97176,0,1.278,O,126,P2,3073,NaN
0.67142,0,0.94509,O,65,P2,3074,NaN
0.49334,0,1.4401,O,90,P2,3075,NaN
0.74903,0,1.7079,O,231,P2,3076,NaN
0.66539,0,1.2171,O,352,P2,3077,NaN
0.92224,0,1.4638,O,332,P2,3078,NaN
0.76922,0,1.8726,O,20,P2,3079,NaN
0.11697,0,1.3068,O,326,P2,3080,NaN
0.44048,0,0.8127,O,69,P2,3081,NaN
-0.46177,0,0.73907,C10,358,P2,1028,NaN
-1.0182,0,1.3792,C10,118,P2,1029,NaN
-0.68419,0,1.4042,C10,82,P2,1030,NaN
-0.090563,0,0.7495,O,340,P2,3082,NaN
-0.37476,0,1.7216,O,292,P2,3083,NaN
-0.29453,0,1.2302,O,333,P2,3084,NaN
-0.78283,0,1.8798,O,259,P2,3085,NaN
-0.98227,0,1.7475,O,317,P2,3086,NaN
-0.50521,0,1.2985,O,312,P2,3087,NaN
-0.91194,0,0.98058,O,129,P2,3088,NaN
-0.096991,0,1.8598,O,50,P2,3089,NaN
-0.57242,0,1.1272,O,291,P2,3090,NaN
-0.68833,0,-0.37708,C10,246,P2,1031,NaN
-0.96361,0,0.45062,C10,156,P2,1032,NaN
-0.83243,0,-0.47241,C10,341,P2,1033,NaN
-0.76751,0,0.13363,O,343,P2,3091,NaN
-0.7365,0,0.28743,O,12,P2,3092,NaN
-0.90336,0,0.19838,O,100,P2,3093,NaN
-0.6032,0,0.51324,O,25,P2,3094,NaN
-0.86699,0,-0.16473,O,298,P2,3095,NaN
-0.59592,0,-0.0010741,O,143,P2,3096,NaN
-0.17763,0,-0.50319,O,210,P2,3097,NaN
-0.27865,0,0.47303,O,124,P2,3098,NaN
-0.2657,0,-0.032545,O,350,P2,3099,NaN
-0.38464,0,-0.86425,C10,218,P2,1034,NaN
-0.91051,0,-1.7984,C10,241,P2,1035,NaN
-0.27864,0,-1.3866,C10,311,P2,1036,NaN
-0.57675,0,-1.1966,O,152,P2,3100,NaN
-0.8203,0,-1.2927,O,27,P2,3101,NaN
-0.68223,0,-0.77562,O,314,P2,3102,NaN
-0.60662,0,-0.96283,O,251,P2,3103,NaN
-0.11271,0,-1.1561,O,303,P2,3104,NaN
-0.77417,0,-1.1104,O,244,P2,3105,NaN
-0.073656,0,-1.7926,O,253,P2,3106,NaN
-0.27259,0,-1.1845,O,323,P2,3107,NaN
-0.99558,0,-0.79317,O,212,P2,3108,NaN
0.69579,0,-0.94413,C10,118,P3,1037,NaN
0.47507,0,-1.2356,C10,359,P3,1038,NaN
0.22758,0,-1.3558,C10,75,P3,1039,NaN
0.72791,0,-1.8181,O,104,P3,3109,NaN
0.57756,0,-1.7624,O,300,P3,3110,NaN
0.47806,0,-1.919,O,278,P3,3111,NaN
0.64605,0,-1.3565,O,73,P3,3112,NaN
0.2019,0,-1.6976,O,276,P3,3113,NaN
0.97196,0,-1.8962,O,222,P3,3114,NaN
0.60206,0,-1.1399,O,348,P3,3115,NaN
0.6732,0,-1.5951,O,182,P3,3116,NaN
0.85944,0,-0.91367,O,173,P3,3117,NaN
0.1546,0,0.33101,C10,211,P3,1040,NaN
0.23342,0,0.12541,C10,353,P3,1041,NaN
0.76893,0,0.27501,C10,126,P3,1042,NaN
0.65545,0,-0.59871,O,94,P3,3118,NaN
0.56549,0,0.34868,O,213,P3,3119,NaN
0.31539,0,-0.093051,O,269,P3,3120,NaN
0.56897,0,-0.4506,O,30,P3,3121,NaN
0.3971,0,0.058602,O,135,P3,3122,NaN
0.10898,0,-0.52637,O,32,P3,3123,NaN
