X,Y,Z,Prefab,Rotation,Projector,ID,Filler
-0.27333,0,0.60236,C80,198,P3,2001,NaN
-0.80185,0,1.3525,C80,13,P3,2002,NaN
-0.99283,0,0.87089,C80,195,P3,2003,NaN
-0.65417,0,1.0813,O,0,P3,3001,NaN
-0.399810000000001,0,1.3119,O,256,P3,3002,NaN
-0.252329999999999,0,1.6799,O,352,P3,3003,NaN
-0.62966,0,0.67723,O,56,P3,3004,NaN
-0.83294,0,1.672,O,198,P3,3005,NaN
-0.58491,0,0.922,O,129,P3,3006,NaN
-0.27251,0,1.0623,O,195,P3,3007,NaN
-0.56519,0,1.2569,O,51,P3,3008,NaN
-0.888650000000001,0,1.1812,O,3,P3,3009,NaN
-0.3314,0,-0.0792009999999999,C80,28,P3,2004,NaN
-1.0007,0,-0.36033,C80,137,P3,2005,NaN
-0.088182,0,0.18971,C80,247,P3,2006,NaN
-0.84051,0,-0.64347,O,253,P3,3010,NaN
-0.16827,0,-0.3407,O,228,P3,3011,NaN
-0.73508,0,-0.0406469999999998,O,116,P3,3012,NaN
-0.95488,0,0.0880920000000001,O,85,P3,3013,NaN
-0.0866789999999999,0,-0.53805,O,142,P3,3014,NaN
-0.9908,0,0.29629,O,238,P3,3015,NaN
-0.36421,0,-0.34149,O,333,P3,3016,NaN
-0.84558,0,-0.46944,O,47,P3,3017,NaN
-0.6871,0,-0.56082,O,35,P3,3018,NaN
-0.18373,0,-1.5049,C80,287,P3,2007,NaN
-0.66902,0,-1.8318,C80,102,P3,2008,NaN
-0.98325,0,-1.087,C80,318,P3,2009,NaN
-0.0900899999999999,0,-0.84903,O,175,P3,3019,NaN
-0.56713,0,-0.89614,O,254,P3,3020,NaN
-0.456089999999999,0,-1.7864,O,101,P3,3021,NaN
-0.64423,0,-1.4291,O,125,P3,3022,NaN
-0.305,0,-1.1967,O,347,P3,3023,NaN
-0.24873,0,-1.851,O,65,P3,3024,NaN
-0.96228,0,-1.8337,O,107,P3,3025,NaN
-0.90671,0,-0.95098,O,265,P3,3026,NaN
-0.76315,0,-0.81091,O,91,P3,3027,NaN
0.65805,0,-1.7863,C80,152,P3,2010,NaN
0.92275,0,-1.0745,C80,179,P3,2011,NaN
0.39673,0,-1.7505,C80,138,P3,2012,NaN
0.71371,0,-0.89374,O,2,P3,3028,NaN
0.54369,0,-1.1357,O,183,P3,3029,NaN
0.1302,0,-1.2323,O,186,P3,3030,NaN
0.28148,0,-0.97664,O,215,P3,3031,NaN
0.57873,0,-1.4302,O,104,P3,3032,NaN
0.78395,0,-1.2281,O,20,P3,3033,NaN
0.43867,0,-0.8643,O,80,P3,3034,NaN
0.38846,0,-1.432,O,263,P3,3035,NaN
0.48526,0,-1.6273,O,185,P3,3036,NaN
0.62151,0,0.44491,C80,224,P3,2013,NaN
0.27719,0,0.42992,C80,48,P3,2014,NaN
0.36765,0,-0.6414,C80,186,P3,2015,NaN
0.45594,0,-0.41493,O,159,P3,3037,NaN
0.3136,0,0.14253,O,180,P3,3038,NaN
0.60518,0,-0.3183,O,317,P3,3039,NaN
0.88526,0,-0.00893849999999996,O,143,P3,3040,NaN
0.32316,0,-0.33026,O,33,P3,3041,NaN
0.17455,0,-0.27643,O,121,P3,3042,NaN
0.70189,0,-0.089956,O,354,P3,3043,NaN
0.91005,0,-0.62101,O,202,P3,3044,NaN
0.88123,0,0.2281,O,346,P3,3045,NaN
0.96533,0,0.81364,C80,295,P3,2016,NaN
0.45552,0,1.1706,C80,148,P3,2017,NaN
0.36898,0,1.312,C80,144,P3,2018,NaN
0.16539,0,0.75812,O,55,P3,3046,NaN
0.98975,0,1.7156,O,269,P3,3047,NaN
0.60338,0,0.74238,O,265,P3,3048,NaN
0.71263,0,1.2247,O,18,P3,3049,NaN
0.34567,0,0.66493,O,322,P3,3050,NaN
0.24242,0,1.6984,O,92,P3,3051,NaN
0.197319999999999,0,1.3993,O,322,P3,3052,NaN
0.21398,0,1.2081,O,276,P3,3053,NaN
0.35402,0,0.85467,O,305,P3,3054,NaN
-0.15095,0,1.0998,C80,157,P2,2019,NaN
-0.73736,0,1.8079,C80,315,P2,2020,NaN
-0.22058,0,1.8776,C80,354,P2,2021,NaN
-0.37262,0,1.5615,O,266,P2,3055,NaN
-0.618920000000001,0,1.0517,O,12,P2,3056,NaN
-0.62424,0,1.2824,O,256,P2,3057,NaN
-0.40815,0,1.8743,O,287,P2,3058,NaN
-0.6371,0,1.5641,O,12,P2,3059,NaN
-0.228889999999999,0,1.443,O,3,P2,3060,NaN
-0.82904,0,1.2553,O,0,P2,3061,NaN
-0.79193,0,1.4476,O,149,P2,3062,NaN
-0.47824,0,0.89293,O,83,P2,3063,NaN
-0.80752,0,-0.0863050000000002,C80,144,P2,2022,NaN
-1.0149,0,-0.0458369999999996,C80,110,P2,2023,NaN
-0.35896,0,0.45752,C80,342,P2,2024,NaN
-0.52381,0,0.13937,O,265,P2,3064,NaN
-0.0908870000000002,0,0.31685,O,205,P2,3065,NaN
-0.8225,0,0.56205,O,283,P2,3066,NaN
-0.65467,0,0.35194,O,336,P2,3067,NaN
-0.79854,0,0.17029,O,344,P2,3068,NaN
-0.95802,0,0.15946,O,173,P2,3069,NaN
-0.59965,0,-0.46528,O,154,P2,3070,NaN
-0.24186,0,-0.024389,O,36,P2,3071,NaN
-0.24381,0,-0.29257,O,31,P2,3072,NaN
-0.1941,0,-0.74475,C80,221,P2,2025,NaN
-0.83484,0,-1.7177,C80,324,P2,2026,NaN
-0.23437,0,-0.93761,C80,160,P2,2027,NaN
-0.4539,0,-1.5037,O,258,P2,3073,NaN
-0.527189999999999,0,-1.8052,O,242,P2,3074,NaN
-0.25242,0,-1.1866,O,305,P2,3075,NaN
-0.49334,0,-1.111,O,44,P2,3076,NaN
-1.0111,0,-0.88006,O,337,P2,3077,NaN
-0.84169,0,-1.23,O,330,P2,3078,NaN
-0.292269999999999,0,-1.6685,O,283,P2,3079,NaN
-0.46078,0,-0.86396,O,146,P2,3080,NaN
-1.0129,0,-1.5838,O,66,P2,3081,NaN
0.577260000000001,0,-1.8236,C80,218,P2,2028,NaN
0.2112,0,-1.8655,C80,211,P2,2029,NaN
0.11633,0,-1.0785,C80,185,P2,2030,NaN
