X,Y,Z,Prefab,Rotation,Projector,ID,Filler
0.4031,0,-1.2032,C80,139,P1,2001,NaN
0.51152,0,-1.3647,C80,15,P1,2002,NaN
0.096642,0,-1.4574,C80,210,P1,2003,NaN
0.22245,0,-0.98158,C80,204,P1,2004,NaN
0.46224,0,-0.8192,C80,128,P1,2005,NaN
0.78617,0,-1.3544,C80,317,P1,2006,NaN
0.23708,0,-1.5906,C80,225,P1,2007,NaN
0.87821,0,-1.0165,C80,225,P1,2008,NaN
0.22913,0,-1.1486,C80,107,P1,2009,NaN
0.90612,0,-1.4769,O,27,P1,3001,NaN
0.92429,0,-1.1855,O,106,P1,3002,NaN
0.55908,0,-1.6497,O,85,P1,3003,NaN
0.77422,0,0.23602,C80,125,P1,2010,NaN
0.090997,0,-0.20402,C80,306,P1,2011,NaN
0.80873,0,-0.3065,C80,58,P1,2012,NaN
0.44132,0,0.62896,C80,57,P1,2013,NaN
0.43936,0,-0.30856,C80,184,P1,2014,NaN
0.37239,0,0.14685,C80,218,P1,2015,NaN
0.17874,0,0.060437,C80,59,P1,2016,NaN
0.24279,0,0.32619,C80,229,P1,2017,NaN
0.5634,0,0.44193,C80,304,P1,2018,NaN
0.69647,0,0.04235,O,282,P1,3004,NaN
0.65314,0,-0.12129,O,96,P1,3005,NaN
0.83758,0,-0.14896,O,114,P1,3006,NaN
0.98592,0,1.6935,C80,66,P1,2019,NaN
0.50861,0,1.2973,C80,162,P1,2020,NaN
0.87892,0,1.4724,C80,118,P1,2021,NaN
0.24978,0,0.83213,C80,101,P1,2022,NaN
0.98001,0,1.8595,C80,336,P1,2023,NaN
0.8484,0,1.3071,C80,144,P1,2024,NaN
0.71581,0,1.8429,C80,137,P1,2025,NaN
0.39546,0,1.1964,C80,214,P1,2026,NaN
0.18988,0,1.6407,C80,25,P1,2027,NaN
0.14176,0,1.3073,O,74,P1,3007,NaN
0.74551,0,1.5439,O,261,P1,3008,NaN
0.094646,0,1.0114,O,208,P1,3009,NaN
-0.89278,0,0.86097,C80,73,P1,2028,NaN
-0.42919,0,0.99002,C80,304,P1,2029,NaN
-0.57656,0,0.83023,C80,153,P1,2030,NaN
-0.9198,0,1.5609,C80,197,P1,2031,NaN
-0.75248,0,1.0628,C80,191,P1,2032,NaN
-0.74235,0,1.699,C80,67,P1,2033,NaN
-0.49934,0,1.6704,C80,30,P1,2034,NaN
-0.32858,0,1.4216,C80,168,P1,2035,NaN
-0.16519,0,1.6681,C80,11,P1,2036,NaN
-0.26769,0,0.95258,O,157,P1,3010,NaN
-1.0022,0,1.0103,O,201,P1,3011,NaN
-0.12503,0,1.1047,O,230,P1,3012,NaN
-0.19237,0,0.25556,C80,13,P1,2037,NaN
-0.80325,0,-0.049676,C80,256,P1,2038,NaN
-0.50618,0,-0.25208,C80,61,P1,2039,NaN
-0.46601,0,-0.44549,C80,214,P1,2040,NaN
-0.21415,0,0.62084,C80,219,P1,2041,NaN
-0.63024,0,0.14596,C80,279,P1,2042,NaN
