X,Y,Z,Prefab,Projector,Filler
-0.76703,0,1.4867,tar,P3,NaN
-0.17558,0,0.82989,tar,P3,NaN
-0.96261,0,0.97578,tar,P3,NaN
-0.63695,0,-0.48285,tar,P3,NaN
-0.73356,0,0.45253,tar,P3,NaN
-0.10747,0,0.1943,tar,P3,NaN
-0.15977,0,-1.4198,tar,P3,NaN
-0.7092,0,-1.8341,tar,P3,NaN
-0.67572,0,-1.104,tar,P3,NaN
0.10461,0,-0.88692,tar,P3,NaN
0.26736,0,-1.3385,tar,P3,NaN
0.953160000000001,0,-1.1034,tar,P3,NaN
0.54762,0,0.00668780000000011,tar,P3,NaN
0.95419,0,0.38582,tar,P3,NaN
0.21232,0,-0.24773,tar,P3,NaN
0.42239,0,1.5994,tar,P3,NaN
1.019,0,1.6593,tar,P3,NaN
0.74273,0,1.1035,tar,P3,NaN
-0.866930000000001,0,1.7862,tar,P2,NaN
-0.71177,0,1.0283,tar,P2,NaN
-0.32262,0,1.6287,tar,P2,NaN
-0.61408,0,-0.10991,tar,P2,NaN
-0.36026,0,-0.42187,tar,P2,NaN
-0.89351,0,-0.49629,tar,P2,NaN
-0.44658,0,-1.5127,tar,P2,NaN
-0.78011,0,-0.91377,tar,P2,NaN
-0.90564,0,-1.5143,tar,P2,NaN
1.0297,0,-1.5859,tar,P2,NaN
0.16653,0,-1.4326,tar,P2,NaN
0.55679,0,-0.8482,tar,P2,NaN
1.0006,0,0.5339,tar,P2,NaN
0.17233,0,0.56328,tar,P2,NaN
0.83212,0,-0.3272,tar,P2,NaN
0.39779,0,0.92252,tar,P2,NaN
1.0085,0,0.93025,tar,P2,NaN
1.0115,0,1.717,tar,P2,NaN
-0.63988,0,1.1724,tar,P1,NaN
-0.658939999999999,0,1.8435,tar,P1,NaN
-0.98829,0,1.3861,tar,P1,NaN
-0.63719,0,0.47756,tar,P1,NaN
-0.41715,0,-0.14139,tar,P1,NaN
-0.80742,0,0.000324579999999565,tar,P1,NaN
-0.41182,0,-0.60902,tar,P1,NaN
-0.35867,0,-1.3579,tar,P1,NaN
-0.95428,0,-1.4664,tar,P1,NaN
0.25163,0,-0.69525,tar,P1,NaN
0.65259,0,-0.96721,tar,P1,NaN
0.93462,0,-1.4799,tar,P1,NaN
1.0055,0,-0.40713,tar,P1,NaN
0.38711,0,0.0620460000000001,tar,P1,NaN
0.74047,0,0.46658,tar,P1,NaN
0.94092,0,1.1188,tar,P1,NaN
0.18647,0,1.7696,tar,P1,NaN
0.53327,0,0.87892,tar,P1,NaN
