X,Y,Z,Prefab,Projector,Filler
-0.49662,0,0.74238,tar,P3,NaN
-0.38737,0,1.2247,tar,P3,NaN
-0.75433,0,0.66493,tar,P3,NaN
-0.857580000000001,0,1.6984,tar,P3,NaN
-0.90268,0,1.3993,tar,P3,NaN
-0.59861,0,-0.5056,tar,P3,NaN
-0.88602,0,-0.0518509999999999,tar,P3,NaN
-0.29892,0,0.071402,tar,P3,NaN
-0.19956,0,0.40564,tar,P3,NaN
-0.42136,0,-0.38779,tar,P3,NaN
-0.28257,0,-1.417,tar,P3,NaN
-0.77584,0,-1.0852,tar,P3,NaN
-0.47551,0,-1.1523,tar,P3,NaN
-0.40897,0,-1.6397,tar,P3,NaN
-0.10258,0,-1.2997,tar,P3,NaN
0.43348,0,-1.6167,tar,P3,NaN
0.82316,0,-0.93864,tar,P3,NaN
1.0003,0,-1.1442,tar,P3,NaN
0.41903,0,-0.79717,tar,P3,NaN
0.651440000000001,0,-1.7009,tar,P3,NaN
0.75752,0,0.16716,tar,P3,NaN
0.84362,0,-0.34056,tar,P3,NaN
0.48803,0,-0.59083,tar,P3,NaN
0.0770310000000001,0,-0.52744,tar,P3,NaN
0.96841,0,0.32226,tar,P3,NaN
0.49408,0,1.2876,tar,P3,NaN
0.13306,0,0.68434,tar,P3,NaN
0.85376,0,0.79426,tar,P3,NaN
0.15373,0,1.2804,tar,P3,NaN
0.13994,0,1.5183,tar,P3,NaN
-0.9698,0,1.4315,tar,P2,NaN
-0.81852,0,1.6949,tar,P2,NaN
-0.52127,0,1.2276,tar,P2,NaN
-0.4269,0,1.4629,tar,P2,NaN
-0.70414,0,0.75244,tar,P2,NaN
-0.2601,0,-0.00613240000000015,tar,P2,NaN
-0.92288,0,0.45891,tar,P2,NaN
-0.50557,0,0.15897,tar,P2,NaN
-0.94544,0,0.25586,tar,P2,NaN
-0.66133,0,0.51067,tar,P2,NaN
-0.71154,0,-1.3742,tar,P2,NaN
-0.10628,0,-1.1091,tar,P2,NaN
-0.964,0,-1.0515,tar,P2,NaN
-0.38783,0,-1.6478,tar,P2,NaN
-0.614739999999999,0,-1.5754,tar,P2,NaN
0.62151,0,-0.73863,tar,P2,NaN
0.27719,0,-0.75408,tar,P2,NaN
0.36765,0,-1.8577,tar,P2,NaN
0.45594,0,-1.6244,tar,P2,NaN
0.3136,0,-1.0501,tar,P2,NaN
0.60518,0,-0.22489,tar,P2,NaN
0.88526,0,0.0938110000000003,tar,P2,NaN
0.34297,0,-0.28905,tar,P2,NaN
0.70189,0,0.0103480000000002,tar,P2,NaN
0.91005,0,-0.53674,tar,P2,NaN
0.88123,0,1.638,tar,P2,NaN
0.96533,0,0.94318,tar,P2,NaN
0.45552,0,1.3109,tar,P2,NaN
0.16539,0,0.88599,tar,P2,NaN
0.989749999999999,0,1.8724,tar,P2,NaN
-0.86907,0,1.1191,tar,P1,NaN
-0.99469,0,1.364,tar,P1,NaN
-0.179340000000001,0,0.97343,tar,P1,NaN
-0.73083,0,0.86886,tar,P1,NaN
-0.896229999999999,0,1.5772,tar,P1,NaN
-0.72457,0,-0.40496,tar,P1,NaN
-0.21398,0,0.028842,tar,P1,NaN
-0.77253,0,0.32179,tar,P1,NaN
-0.56754,0,0.331,tar,P1,NaN
-0.78426,0,-0.16903,tar,P1,NaN
-0.22449,0,-1.0513,tar,P1,NaN
-0.17164,0,-0.62222,tar,P1,NaN
-0.66093,0,-1.6464,tar,P1,NaN
-0.0764200000000001,0,-1.3101,tar,P1,NaN
-0.14776,0,-0.83894,tar,P1,NaN
0.94187,0,-0.77881,tar,P1,NaN
0.12296,0,-1.4348,tar,P1,NaN
0.45346,0,-0.84625,tar,P1,NaN
0.86338,0,-1.088,tar,P1,NaN
0.55908,0,-1.6441,tar,P1,NaN
0.85259,0,-0.23366,tar,P1,NaN
0.21418,0,0.40651,tar,P1,NaN
0.083691,0,0.10643,tar,P1,NaN
0.60027,0,0.23249,tar,P1,NaN
0.89131,0,0.25776,tar,P1,NaN
0.85556,0,1.0035,tar,P1,NaN
0.63996,0,0.98507,tar,P1,NaN
0.51808,0,1.4484,tar,P1,NaN
1.0277,0,1.4385,tar,P1,NaN
0.68646,0,1.2565,tar,P1,NaN
