X,Y,Z,Prefab,Rotation,Projector,ID,Filler
0.31627,0,-0.72324,C10,180,P1,1001,NaN
0.66439,0,-0.63438,C10,205,P1,1002,NaN
0.86315,0,-1.5368,C10,154,P1,1003,NaN
0.59459,0,-0.98469,C10,28,P1,1004,NaN
0.10855,0,-1.44,C10,105,P1,1005,NaN
0.41667,0,-1.4602,C10,203,P1,1006,NaN
1.0167,0,-1.0097,C10,229,P1,1007,NaN
0.52334,0,-0.72499,C10,336,P1,1008,NaN
0.18164,0,-1.1865,C10,352,P1,1009,NaN
0.10816,0,-1.6836,O,34,P1,3001,NaN
0.55415,0,-1.2988,O,239,P1,3002,NaN
0.11692,0,-0.8633,O,217,P1,3003,NaN
0.74327,0,0.35439,C10,171,P1,1010,NaN
0.629,0,0.053711,C10,129,P1,1011,NaN
0.2338,0,-0.081185,C10,172,P1,1012,NaN
0.95299,0,-0.013508,C10,242,P1,1013,NaN
0.41657,0,-0.20847,C10,346,P1,1014,NaN
0.86955,0,0.11426,C10,33,P1,1015,NaN
0.76465,0,0.55559,C10,288,P1,1016,NaN
0.91524,0,0.31587,C10,213,P1,1017,NaN
0.148,0,0.57804,C10,329,P1,1018,NaN
0.19313,0,0.08049,O,37,P1,3004,NaN
0.9186,0,-0.17822,O,106,P1,3005,NaN
0.1865,0,-0.24199,O,19,P1,3006,NaN
0.37204,0,1.4092,C10,182,P1,1019,NaN
0.82988,0,1.2272,C10,277,P1,1020,NaN
0.72303,0,1.7419,C10,102,P1,1021,NaN
0.66258,0,1.0381,C10,82,P1,1022,NaN
0.64698,0,1.5573,C10,120,P1,1023,NaN
0.41983,0,1.1869,C10,164,P1,1024,NaN
0.83355,0,0.99009,C10,266,P1,1025,NaN
0.29733,0,1.6697,C10,184,P1,1026,NaN
0.42538,0,1.7499,C10,138,P1,1027,NaN
0.61773,0,1.3194,O,326,P1,3007,NaN
0.99248,0,1.5799,O,348,P1,3008,NaN
0.30376,0,0.99822,O,227,P1,3009,NaN
-0.83883,0,1.6435,C10,48,P1,1028,NaN
-0.34875,0,1.9038,C10,223,P1,1029,NaN
-0.20603,0,0.99454,C10,138,P1,1030,NaN
-0.1068,0,1.821,C10,357,P1,1031,NaN
-0.48964,0,1.4395,C10,104,P1,1032,NaN
-0.53687,0,0.99592,C10,255,P1,1033,NaN
-0.87133,0,1.4146,C10,193,P1,1034,NaN
-0.72396,0,0.82663,C10,70,P1,1035,NaN
-0.7163,0,1.3972,C10,249,P1,1036,NaN
-0.31522,0,1.5574,O,19,P1,3010,NaN
-0.53401,0,1.7453,O,67,P1,3011,NaN
-0.10219,0,1.1686,O,17,P1,3012,NaN
-0.8167,0,0.44489,C10,319,P1,1037,NaN
-0.96881,0,0.66274,C10,303,P1,1038,NaN
-0.64184,0,0.016094,C10,43,P1,1039,NaN
-0.92255,0,-0.01227,C10,148,P1,1040,NaN
-0.441,0,0.014774,C10,44,P1,1041,NaN
-0.8189,0,0.64956,C10,206,P1,1042,NaN
-0.77441,0,-0.064305,C10,342,P1,1043,NaN
-0.59857,0,-0.43726,C10,93,P1,1044,NaN
-0.19602,0,-0.18866,C10,357,P1,1045,NaN
-0.15243,0,0.13222,O,126,P1,3013,NaN
-0.46799,0,0.63365,O,76,P1,3014,NaN
-0.14053,0,-0.32903,O,240,P1,3015,NaN
-0.18173,0,-1.0547,C10,351,P1,1046,NaN
-0.44703,0,-1.245,C10,225,P1,1047,NaN
-0.14222,0,-1.6433,C10,23,P1,1048,NaN
-0.92968,0,-1,C10,135,P1,1049,NaN
-0.65003,0,-0.93455,C10,60,P1,1050,NaN
-0.8241,0,-1.6274,C10,84,P1,1051,NaN
-0.81241,0,-1.4429,C10,19,P1,1052,NaN
