X,Y,Z,Prefab,Projector,Filler,
0.99709,0,-0.65409,tar,P1,NaN,
0.25229,0,-0.79016,tar,P1,NaN,
0.51134,0,-0.83968,tar,P1,NaN,
0.43779,0,-1.5818,tar,P1,NaN,
0.94409,0,-1.6471,tar,P1,NaN,
0.74015,0,-0.62469,tar,P1,NaN,
0.71842,0,-1.446,tar,P1,NaN,
0.10442,0,-1.6298,tar,P1,NaN,
0.87603,0,-1.079,tar,P1,NaN,
1.0296,0,-0.85784,tar,P1,NaN,
0.42255,0,-1.0417,tar,P1,NaN,
0.66228,0,-1.1912,tar,P1,NaN,
0.18981,0,-1.0767,tar,P1,NaN,
0.69572,0,-1.6933,tar,P1,NaN,
0.50221,0,0.54215,tar,P1,NaN,
0.79047,0,0.51317,tar,P1,NaN,
0.65239,0,0.041631,tar,P1,NaN,
0.29413,0,0.32547,tar,P1,NaN,
0.11582,0,0.048297,tar,P1,NaN,
0.56652,0,0.24188,tar,P1,NaN,
0.64164,0,-0.30735,tar,P1,NaN,
0.13091,0,-0.39138,tar,P1,NaN,
0.99664,0,0.38236,tar,P1,NaN,
0.34622,0,-0.26746,tar,P1,NaN,
0.33985,0,0.6598,tar,P1,NaN,
0.93094,0,-0.2406,tar,P1,NaN,
1.0046,0,0.086913,tar,P1,NaN,
0.15607,0,0.56009,tar,P1,NaN,
0.89315,0,1.7698,tar,P1,NaN,
0.14139,0,1.7911,tar,P1,NaN,
0.28908,0,1.1823,tar,P1,NaN,
0.27779,0,1.552,tar,P1,NaN,
0.48196,0,0.86991,tar,P1,NaN,
0.63214,0,1.1383,tar,P1,NaN,
0.070402,0,1.0481,tar,P1,NaN,
0.95867,0,0.8003,tar,P1,NaN,
0.71197,0,1.5821,tar,P1,NaN,
0.44332,0,1.3772,tar,P1,NaN,
0.89043,0,1.4264,tar,P1,NaN,
0.83835,0,1.056,tar,P1,NaN,
0.26399,0,0.96473,tar,P1,NaN,
0.36235,0,1.7581,tar,P1,NaN,
-0.50469,0,1.6524,tar,P1,NaN,
-0.27442,0,1.6728,tar,P1,NaN,
-0.92187,0,1.8597,tar,P1,NaN,
-0.80597,0,1.1293,tar,P1,NaN,
-0.84658,0,1.3343,tar,P1,NaN,
-0.60829,0,0.91944,tar,P1,NaN,
-0.46223,0,1.4179,tar,P1,NaN,
-0.22563,0,1.249,tar,P1,NaN,
-0.5489,0,1.2135,tar,P1,NaN,
-0.91427,0,1.5874,tar,P1,NaN,
-0.12384,0,1.9174,tar,P1,NaN,
-0.70445,0,1.5607,tar,P1,NaN,
-0.80994,0,0.86874,tar,P1,NaN,
-0.18058,0,1.05,tar,P1,NaN,
-0.85032,0,0.60313,tar,P1,NaN,
-0.20193,0,0.23613,tar,P1,NaN,
-0.86489,0,-0.11528,tar,P1,NaN,
-0.46733,0,0.35238,tar,P1,NaN,
-0.59433,0,0.050758,tar,P1,NaN,
-1.0295,0,-0.32978,tar,P1,NaN,
-0.37381,0,-0.32113,tar,P1,NaN,
-0.20919,0,0.47315,tar,P1,NaN,
-0.67087,0,0.35307,tar,P1,NaN,
-1.0044,0,0.21421,tar,P1,NaN,
-0.62324,0,0.55281,tar,P1,NaN,
-0.71063,0,-0.29569,tar,P1,NaN,
-0.41842,0,0.5538,tar,P1,NaN,
-0.2726,0,-0.081736,tar,P1,NaN,
-0.69247,0,-0.82853,tar,P1,NaN,
-0.64076,0,-1.3466,tar,P1,NaN,
-0.35661,0,-1.093,tar,P1,NaN,
-0.095272,0,-1.5192,tar,P1,NaN,
-0.90172,0,-1.6832,tar,P1,NaN,
-0.27658,0,-1.6319,tar,P1,NaN,
-0.93081,0,-1.3903,tar,P1,NaN,
-0.83175,0,-0.66199,tar,P1,NaN,
-0.92376,0,-0.96206,tar,P1,NaN,
-0.62544,0,-1.0639,tar,P1,NaN,
-0.35606,0,-1.4053,tar,P1,NaN,
-0.23305,0,-0.66587,tar,P1,NaN,
-0.41121,0,-0.87397,tar,P1,NaN,
-0.51576,0,-1.5899,tar,P1,NaN,
0.65101,0,-1.4728,tar,P2,NaN,
0.36205,0,-1.1699,tar,P2,NaN,
0.23595,0,-0.90666,tar,P2,NaN,
0.27831,0,-1.8736,tar,P2,NaN,
0.65736,0,-1.6877,tar,P2,NaN,
0.36023,0,-1.5495,tar,P2,NaN,
0.88568,0,-1.1355,tar,P2,NaN,
0.97896,0,-0.86628,tar,P2,NaN,
0.46572,0,-1.3455,tar,P2,NaN,
0.74945,0,-0.91353,tar,P2,NaN,
1.0077,0,-1.6965,tar,P2,NaN,
0.15098,0,-1.4215,tar,P2,NaN,
0.8249,0,-1.8375,tar,P2,NaN,
0.55469,0,-1.043,tar,P2,NaN,
0.84029,0,0.20566,tar,P2,NaN,
0.18087,0,0.21266,tar,P2,NaN,
0.39213,0,0.53086,tar,P2,NaN,
0.71161,0,-0.21078,tar,P2,NaN,
0.33688,0,-0.40973,tar,P2,NaN,
0.59054,0,0.18492,tar,P2,NaN,
1.0071,0,-0.25045,tar,P2,NaN,
0.7056,0,0.44,tar,P2,NaN,
0.31458,0,0.025289,tar,P2,NaN,
0.94602,0,-0.031864,tar,P2,NaN,
0.53806,0,-0.5075,tar,P2,NaN,
1.0085,0,0.52884,tar,P2,NaN,
0.12575,0,0.55068,tar,P2,NaN,
0.75138,0,-0.5494,tar,P2,NaN,
0.51922,0,1.4624,tar,P2,NaN,
0.16057,0,1.3663,tar,P2,NaN,
0.42975,0,1.6711,tar,P2,NaN,
0.87582,0,1.7782,tar,P2,NaN,
0.092366,0,0.99645,tar,P2,NaN,
0.91523,0,0.89868,tar,P2,NaN,
0.59625,0,0.90925,tar,P2,NaN,
0.74992,0,1.1249,tar,P2,NaN,
0.40002,0,1.0107,tar,P2,NaN,
0.65997,0,1.861,tar,P2,NaN,
0.88046,0,1.4908,tar,P2,NaN,
0.11705,0,1.7847,tar,P2,NaN,
0.14606,0,0.74626,tar,P2,NaN,
0.94468,0,1.2613,tar,P2,NaN,
-0.74391,0,1.2025,tar,P2,NaN,
-0.23137,0,1.0185,tar,P2,NaN,
-1.0241,0,1.5257,tar,P2,NaN,
-0.24759,0,1.4591,tar,P2,NaN,
-0.70846,0,1.4871,tar,P2,NaN,
-0.51607,0,1.8326,tar,P2,NaN,
-0.61074,0,0.81047,tar,P2,NaN,
-0.40676,0,1.334,tar,P2,NaN,
-0.83983,0,0.92989,tar,P2,NaN,
-0.30716,0,1.6912,tar,P2,NaN,
-0.61521,0,1.0195,tar,P2,NaN,
-0.95442,0,0.76128,tar,P2,NaN,
-0.28451,0,0.746,tar,P2,NaN,
-0.41136,0,0.91457,tar,P2,NaN,
-1.0196,0,-0.5653,tar,P2,NaN,
-0.71947,0,-0.10032,tar,P2,NaN,
-0.98382,0,-0.10457,tar,P2,NaN,
-0.9944,0,0.5199,tar,P2,NaN,
-0.52722,0,0.039417,tar,P2,NaN,
-0.80753,0,-0.47946,tar,P2,NaN,
-0.21115,0,0.3174,tar,P2,NaN,
-0.62324,0,0.55642,tar,P2,NaN,
-0.158,0,-0.50514,tar,P2,NaN,
-0.55241,0,-0.27746,tar,P2,NaN,
-0.11793,0,-0.25277,tar,P2,NaN,
-0.76207,0,0.16401,tar,P2,NaN,
-1.0242,0,0.18262,tar,P2,NaN,
-0.13312,0,0.041898,tar,P2,NaN,
-0.94906,0,-1.808,tar,P2,NaN,
-0.54105,0,-0.94971,tar,P2,NaN,
-0.91603,0,-1.4278,tar,P2,NaN,
-0.77954,0,-1.1199,tar,P2,NaN,
-0.13495,0,-0.76332,tar,P2,NaN,
-0.42765,0,-1.2736,tar,P2,NaN,
-0.51003,0,-1.6533,tar,P2,NaN,
-0.078189,0,-1.0557,tar,P2,NaN,
-0.62304,0,-1.324,tar,P2,NaN,
-0.075492,0,-1.3147,tar,P2,NaN,
-0.95871,0,-0.97023,tar,P2,NaN,
-0.57567,0,-1.8621,tar,P2,NaN,
