X,Y,Z,Prefab,Rotation,Projector,ID,Filler
-0.380260000000001,0,1.6164,C80,228,P3,2001,NaN
-0.29475,0,0.85643,C80,121,P3,2002,NaN
-0.73511,0,0.88935,C80,109,P3,2003,NaN
-0.86486,0,0.79509,C80,151,P3,2004,NaN
-0.36699,0,1.3927,C80,230,P3,2005,NaN
-0.38229,0,1.1341,C80,2,P3,2006,NaN
-1.022,0,1.1165,C80,326,P3,2007,NaN
-1.0112,0,0.87262,C80,243,P3,2008,NaN
-0.57742,0,1.4586,C80,28,P3,2009,NaN
-0.7966,0,1.6651,O,39,P3,3001,NaN
-0.96231,0,0.6102,O,258,P3,3002,NaN
-0.0703280000000004,0,1.2619,O,8,P3,3003,NaN
-0.26942,0,-0.14603,C80,177,P3,2010,NaN
-0.38277,0,0.21609,C80,357,P3,2011,NaN
-0.78763,0,0.35496,C80,71,P3,2012,NaN
-0.59157,0,-0.37982,C80,329,P3,2013,NaN
-0.86904,0,0.0822630000000003,C80,193,P3,2014,NaN
-0.98924,0,-0.1592,C80,286,P3,2015,NaN
-0.41224,0,-0.54233,C80,109,P3,2016,NaN
-0.83476,0,-0.23828,C80,305,P3,2017,NaN
-0.19051,0,-0.37686,C80,210,P3,2018,NaN
-0.92658,0,-0.37572,O,4,P3,3004,NaN
-0.19441,0,0.18983,O,313,P3,3005,NaN
-0.63896,0,0.40522,O,87,P3,3006,NaN
-0.87487,0,-0.98042,C80,9,P3,2019,NaN
-0.55211,0,-0.98567,C80,110,P3,2020,NaN
-0.411189999999999,0,-1.9222,C80,115,P3,2021,NaN
-0.27511,0,-0.85001,C80,249,P3,2022,NaN
-0.39032,0,-1.245,C80,225,P3,2023,NaN
-0.99363,0,-1.5663,C80,116,P3,2024,NaN
-0.97272,0,-1.2902,C80,50,P3,2025,NaN
-0.65589,0,-0.80357,C80,186,P3,2026,NaN
-0.293659999999999,0,-1.699,C80,143,P3,2027,NaN
-0.80273,0,-1.847,O,6,P3,3007,NaN
-0.62053,0,-1.7276,O,17,P3,3008,NaN
-0.36989,0,-1.0486,O,39,P3,3009,NaN
0.23328,0,-1.4552,C80,94,P3,2028,NaN
0.64355,0,-1.1241,C80,128,P3,2029,NaN
0.43985,0,-1.7677,C80,318,P3,2030,NaN
0.83445,0,-1.9131,C80,211,P3,2031,NaN
0.45454,0,-1.2464,C80,85,P3,2032,NaN
0.92913,0,-1.6984,C80,300,P3,2033,NaN
0.22256,0,-1.7219,C80,123,P3,2034,NaN
0.764710000000001,0,-1.7538,C80,314,P3,2035,NaN
0.46517,0,-1.4977,C80,119,P3,2036,NaN
0.16152,0,-0.89853,O,244,P3,3010,NaN
0.60857,0,-1.7928,O,227,P3,3011,NaN
0.7798,0,-1.4949,O,137,P3,3012,NaN
0.21976,0,-0.038809,C80,196,P3,2037,NaN
0.7383,0,0.24207,C80,68,P3,2038,NaN
0.7057,0,-0.08119,C80,85,P3,2039,NaN
0.082012,0,-0.4361,C80,338,P3,2040,NaN
0.66955,0,-0.32772,C80,317,P3,2041,NaN
0.0965870000000001,0,-0.63339,C80,173,P3,2042,NaN
0.20431,0,-0.2618,C80,324,P3,2043,NaN
0.42335,0,0.0104790000000001,C80,339,P3,2044,NaN
0.4929,0,-0.64638,C80,237,P3,2045,NaN
0.33847,0,-0.58822,O,298,P3,3013,NaN
0.83921,0,-0.53648,O,294,P3,3014,NaN
0.077512,0,0.017818,O,143,P3,3015,NaN
0.3975,0,1.27,C80,269,P3,2046,NaN
0.074433,0,0.70808,C80,292,P3,2047,NaN
0.9259,0,0.98754,C80,328,P3,2048,NaN
0.43663,0,1.6823,C80,75,P3,2049,NaN
0.10651,0,1.0844,C80,232,P3,2050,NaN
0.39398,0,0.88289,C80,134,P3,2051,NaN
0.7805,0,1.1337,C80,210,P3,2052,NaN
0.5114,0,0.6398,C80,347,P3,2053,NaN
0.97333,0,1.1378,C80,191,P3,2054,NaN
0.71301,0,0.72082,O,92,P3,3016,NaN
0.92061,0,1.4644,O,73,P3,3017,NaN
0.75945,0,1.4129,O,258,P3,3018,NaN
-0.527039999999999,0,1.7087,C80,65,P2,2055,NaN
-0.60009,0,0.8266,C80,21,P2,2056,NaN
-0.121710000000001,0,1.8418,C80,127,P2,2057,NaN
-0.50332,0,0.94613,C80,22,P2,2058,NaN
-0.82806,0,1.4361,C80,145,P2,2059,NaN
-0.58106,0,1.4574,C80,332,P2,2060,NaN
-0.90662,0,1.0545,C80,309,P2,2061,NaN
-0.14293,0,0.74919,C80,357,P2,2062,NaN
-0.46733,0,1.1991,C80,273,P2,2063,NaN
-0.32328,0,1.5214,O,155,P2,3019,NaN
-0.8199,0,1.6636,O,349,P2,3020,NaN
-1.0227,0,1.6529,O,272,P2,3021,NaN
-0.47726,0,-0.35062,C80,336,P2,2064,NaN
-0.63735,0,0.49504,C80,73,P2,2065,NaN
-0.25602,0,-0.47582,C80,325,P2,2066,NaN
-0.78919,0,0.0784530000000001,C80,246,P2,2067,NaN
-0.97847,0,0.53455,C80,129,P2,2068,NaN
-0.54803,0,0.36674,C80,31,P2,2069,NaN
-1.0245,0,-0.0207009999999998,C80,315,P2,2070,NaN
-0.99391,0,-0.41163,C80,260,P2,2071,NaN
-0.53031,0,-0.50458,C80,259,P2,2072,NaN
-0.60622,0,-0.23789,O,9,P2,3022,NaN
-0.36217,0,0.52032,O,337,P2,3023,NaN
-0.59096,0,0.0789020000000001,O,87,P2,3024,NaN
-0.0860079999999996,0,-1.5464,C80,206,P2,2073,NaN
-0.20681,0,-1.6491,C80,126,P2,2074,NaN
-0.31656,0,-1.275,C80,65,P2,2075,NaN
-0.70529,0,-1.1481,C80,230,P2,2076,NaN
-0.33763,0,-0.91675,C80,130,P2,2077,NaN
-0.91512,0,-1.0991,C80,252,P2,2078,NaN
-1.0002,0,-0.92791,C80,39,P2,2079,NaN
-0.43155,0,-1.4338,C80,16,P2,2080,NaN
-0.82346,0,-1.7375,C80,239,P2,2081,NaN
-0.85142,0,-1.2593,O,183,P2,3025,NaN
-0.48207,0,-1.7622,O,98,P2,3026,NaN
-0.51495,0,-0.82787,O,96,P2,3027,NaN
0.15158,0,-0.73083,C80,332,P2,2082,NaN
1.0286,0,-1.4656,C80,201,P2,2083,NaN
0.82987,0,-0.75525,C80,31,P2,2084,NaN
0.90782,0,-1.2478,C80,243,P2,2085,NaN
0.332,0,-0.73003,C80,83,P2,2086,NaN
0.28077,0,-1.1308,C80,13,P2,2087,NaN
0.61091,0,-1.2265,C80,272,P2,2088,NaN
0.98235,0,-0.77709,C80,151,P2,2089,NaN
